MORE:Ranker,MOGONET:Ranker,shap,lime,t_test,randomforest_feature_importance,xgb_feature_importance,rf_permutation_feature_importance,xgb_permutation_feature_importance,lasso,ridge,elasticnet,boruta,mannwhitneyu,svm_rfe,mean_rank,min_rank,median_rank,rra_rank,geom.mean_rank,stuart_rank,mra_rank,mean_weight,max_weight,median_weight,geom.mean_weight,ta_weight
2'-O-methylcytidine,TPRGL,PSIP1,1-linoleoyl-GPC (18:2),X - 23639,arabitol/xylitol,CYTC,spermidine,X - 25244,X - 10457,salicylate,E9PIM6,1-methyl-5-imidazoleacetate,X - 23639,spermidine,arabitol/xylitol,"1,5-anhydroglucitol (1,5-AG)",salicylate,H0Y858,salicylate,arabitol/xylitol,12-HHTrE,E9PIM6,"N,N,N-trimethyl-alanylproline betaine (TMAP)",arabitol/xylitol,LYAG,arabitol/xylitol
CoA-glutathione*,TPP1,HP1B3,ANXA1,12-HHTrE,PGM2L,CMP,thioproline,"1,2-dilinoleoyl-GPC (18:2/18:2)",LIPA4,L1CAM,"1,2-dilinoleoyl-GPC (18:2/18:2)",1-methyl-5-imidazolelactate,12-HHTrE,thioproline,CATD,"N,N,N-trimethyl-alanylproline betaine (TMAP)",2-methylserine,arabitol/xylitol,12-HHTrE,H0Y858,"1,2-dilinoleoyl-GPC (18:2/18:2)",LIPA4,trimethylamine N-oxide,E9PIM6,CATD,LIPA4
2-aminoadipate,TGM2,salicylate,X - 23639,2-methylserine,ASAH1,salicylate,arabitol/xylitol,X - 23639,"1,2-dilinoleoyl-GPC (18:2/18:2)",spermidine,LIPA4,1-methyladenosine,"1,2-dilinoleoyl-GPC (18:2/18:2)",arabitol/xylitol,H0Y858,1-linoleoyl-2-arachidonoyl-GPC (18:2/20:4n6)*,H0Y858,LYAG,H0Y858,12-HHTrE,X - 23639,salicylate,palmitoyl dihydrosphingomyelin (d18:0/16:0)*,"1,2-dilinoleoyl-GPC (18:2/18:2)",12-HHTrE,"1,2-dilinoleoyl-GPC (18:2/18:2)"
AP2A2,"1,2-dilinoleoyl-GPE (18:2/18:2)*",1-oleoyl-2-linoleoyl-GPE (18:1/18:2)*,CATD,X - 25244,PPT1,LYAG,homocitrulline,1-methyl-5-imidazoleacetate,TPP1,X - 25979,STAT3,1-methylhistamine,H0Y858,homocitrulline,PPT1,X - 25948,E9PIM6,E9PIM6,CATD,E9PIM6,2-methylserine,PPT1,1-methyl-5-imidazoleacetate,LIPA4,palmitoyl dihydrosphingomyelin (d18:0/16:0)*,salicylate
glycosyl-N-tricosanoyl-sphingadienine (d18:2/23:0)*,TBB4B,palmitoyl dihydrosphingomyelin (d18:0/16:0)*,RL12,spermidine,ALDH2,H0Y858,salicylate,salicylate,RL12,SPB6,behenoyl dihydrosphingomyelin (d18:0/22:0)*,1-methylhistidine,1-palmitoyl-2-linoleoyl-GPC (16:0/18:2),salicylate,12-HHTrE,H0Y858,LYAG,12-HHTrE,LYAG,LYAG,salicylate,"1,2-dilinoleoyl-GPC (18:2/18:2)",X - 23639,CAN2,1-oleoyl-2-linoleoyl-GPE (18:1/18:2)*,PPT1
SH3G3,TBA1B,X - 25109,trimethylamine N-oxide,arabitol/xylitol,X - 25244,CATD,"1,2-dilinoleoyl-GPC (18:2/18:2)",3-methylhistidine,V9PBN7,"1,2-dilinoleoyl-GPC (18:2/18:2)",PPT1,1-myristoyl-2-arachidonoyl-GPC (14:0/20:4)*,2-methylserine,"1,2-dilinoleoyl-GPC (18:2/18:2)",palmitoyl dihydrosphingomyelin (d18:0/16:0)*,gamma-aminobutyrate (GABA),PPT1,X - 23639,E9PIM6,CATD,spermidine,CATD,CYTC,STAT3,tetradecadienoate (14:2)*,TPP1
SNG3,SYUB,MLC1,BCAT1,homocitrulline,AP2A1,PPT1,1-palmitoyl-2-linoleoyl-GPC (16:0/18:2),homocitrulline,salicylate,N-carbamoylglutamate,trimethylamine N-oxide,1-oleoyl-2-arachidonoyl-GPI (18:1/20:4)*,EPHA4,1-palmitoyl-2-linoleoyl-GPC (16:0/18:2),E9PIM6,PPT1,CATD,spermidine,PPT1,PPT1,H0Y858,TPP1,arabitol/xylitol,PPT1,CYTC,12-HHTrE
CLH1,SYUA,phenol sulfate,H7C545,thioproline,MAP6,X - 25109,2-methylserine,2-methylserine,STAT3,PGCA,TPP1,1-oleoyl-2-linoleoyl-GPE (18:1/18:2)*,1-oleoyl-2-linoleoyl-GPE (18:1/18:2)*,2-methylserine,thioproline,1-linoleoyl-2-arachidonoyl-GPE (18:2/20:4)*,X - 23639,CATD,X - 23639,X - 23639,CATD,LYAG,N-acetyl-3-methylhistidine*,TPP1,E9PIM6,RL12
RTN1,SYPH,H0Y858,GNA13,"1,2-dilinoleoyl-GPC (18:2/18:2)",1-linoleoyl-2-arachidonoyl-GPC (18:2/20:4n6)*,phenol sulfate,fructosyllysine,1-palmitoyl-2-linoleoyl-GPC (16:0/18:2),H7BXD5,STAT3,H7BXD5,1-oleoyl-GPC (18:1),HP1B3,fructosyllysine,LYAG,arabitol/xylitol,TPP1,PPT1,thioproline,thioproline,X - 25244,RL12,thioproline,12-HHTrE,1-methyl-5-imidazoleacetate,LYAG
pyroglutamine*,SYNPO,CMP,homocitrulline,salicylate,2-methylserine,betaine,methionine sulfone,"1,2-dilinoleoyl-GPE (18:2/18:2)*",behenoyl dihydrosphingomyelin (d18:0/22:0)*,MOC2B,MOC2B,1-palmitoleoyl-GPC* (16:1)*,salicylate,methionine sulfone,1-oleoyl-2-linoleoyl-GPE (18:1/18:2)*,1-oleoyl-2-arachidonoyl-GPI (18:1/20:4)*,spermidine,LIPA4,spermidine,spermidine,PPT1,12-HHTrE,1-palmitoyl-2-linoleoyl-GPC (16:0/18:2),N-methylpipecolate,arabitol/xylitol,STAT3
myristate (14:0),SYNJ1,1-oleoyl-2-arachidonoyl-GPI (18:1/20:4)*,TPP1,H0Y858,BSN,succinate,"1,5-anhydroglucitol (1,5-AG)",palmitoyl dihydrosphingomyelin (d18:0/16:0)*,MOC2B,N-acetylneuraminate,RL12,1-palmitoyl-2-arachidonoyl-GPI (16:0/20:4)*,1-linoleoyl-2-arachidonoyl-GPE (18:2/20:4)*,"1,5-anhydroglucitol (1,5-AG)",1-linoleoyl-2-arachidonoyl-GPC (18:2/20:4n6)*,trimethylamine N-oxide,fructosyllysine,1-linoleoyl-2-arachidonoyl-GPC (18:2/20:4n6)*,1-linoleoyl-2-arachidonoyl-GPC (18:2/20:4n6)*,TPP1,thioproline,STAT3,PPT1,glycylvaline,LIPA4,behenoyl dihydrosphingomyelin (d18:0/22:0)*
B5MCD7,SYN1,2-methylserine,linoleate (18:2n6),HP1B3,RTN1,trigonelline (N'-methylnicotinate),1-palmitoleoyl-GPC* (16:1)*,fructosyllysine,1-stearoyl-2-arachidonoyl-GPS (18:0/20:4),H0Y858,1-stearoyl-2-arachidonoyl-GPS (18:0/20:4),1-palmitoyl-2-gamma-linolenoyl-GPC (16:0/18:3n6)*,1-linoleoyl-2-arachidonoyl-GPC (18:2/20:4n6)*,1-palmitoleoyl-GPC* (16:1)*,tetradecadienoate (14:2)*,1-oleoyl-2-linoleoyl-GPE (18:1/18:2)*,"1,5-anhydroglucitol (1,5-AG)","1,5-anhydroglucitol (1,5-AG)",palmitoyl dihydrosphingomyelin (d18:0/16:0)*,1-linoleoyl-2-arachidonoyl-GPC (18:2/20:4n6)*,1-oleoyl-2-linoleoyl-GPE (18:1/18:2)*,behenoyl dihydrosphingomyelin (d18:0/22:0)*,fructosyllysine,3-hydroxyoctanoate,TPP1,V9PBN7
dihomo-linoleoylcarnitine (C20:2)*,SYGP1,betaine,E9PIM6,CATD,X - 22771,PSIP1,1-linoleoyl-2-arachidonoyl-GPC (18:2/20:4n6)*,methionine sulfone,2'-deoxycytidine,AGRIN,2'-deoxycytidine,1-palmitoyl-2-linoleoyl-GPC (16:0/18:2),fructosyllysine,1-linoleoyl-2-arachidonoyl-GPC (18:2/20:4n6)*,1-stearoyl-2-arachidonoyl-GPS (18:0/20:4),thioproline,HP1B3,palmitoyl dihydrosphingomyelin (d18:0/16:0)*,1-oleoyl-2-linoleoyl-GPE (18:1/18:2)*,palmitoyl dihydrosphingomyelin (d18:0/16:0)*,LIPA4,V9PBN7,1-stearoyl-2-arachidonoyl-GPS (18:0/20:4),X - 23171,"1,2-dilinoleoyl-GPC (18:2/18:2)",H7BXD5
nicotinamide ribonucleotide (NMN),SV2B,AP2A2,guanosine 2'-monophosphate (2'-GMP)*,1-palmitoyl-2-linoleoyl-GPC (16:0/18:2),V9PBN7,MLC1,"1,2-dilinoleoyl-GPE (18:2/18:2)*","1,5-anhydroglucitol (1,5-AG)",5-oxoproline,LANC2,myo-inositol,1-stearoyl-2-arachidonoyl-GPS (18:0/20:4),ACTN1,N-acetyl-1-methylhistidine*,behenoyl dihydrosphingomyelin (d18:0/22:0)*,LYAG,1-linoleoyl-2-arachidonoyl-GPC (18:2/20:4n6)*,thioproline,TPP1,1-oleoyl-2-linoleoyl-GPE (18:1/18:2)*,1-palmitoyl-2-linoleoyl-GPC (16:0/18:2),H7BXD5,methionine sulfone,FSD1,RL12,thioproline
LYAG,X - 10457,PPT1,thioproline,TPP1,12-HHTrE,HP1B3,X - 23085,1-palmitoleoyl-GPC* (16:1)*,E9PHY5,N-methylpipecolate,arabinose,1-stearoyl-2-linoleoyl-GPC (18:0/18:2)*,TPP1,cysteine-glutathione disulfide,TPP1,X - 23639,thioproline,TPP1,LIPA4,"1,5-anhydroglucitol (1,5-AG)",homocitrulline,thioproline,"1,5-anhydroglucitol (1,5-AG)",gamma-aminobutyrate (GABA),V9PBN7,CAN2
PGM2L,X - 14837,succinate,X - 10457,PRDX6,SYNPO,2-methylserine,cysteine-glutathione disulfide,1-linoleoyl-2-arachidonoyl-GPC (18:2/20:4n6)*,LYAG,E9PIM6,LYAG,12-HHTrE,PRDX6,1-linoleoyl-2-arachidonoyl-GPE (18:2/20:4)*,RL12,E9PIM6,palmitoyl dihydrosphingomyelin (d18:0/16:0)*,1-oleoyl-2-linoleoyl-GPE (18:1/18:2)*,"1,5-anhydroglucitol (1,5-AG)",LIPA4,HP1B3,CAN2,spermidine,CHDH,behenoyl dihydrosphingomyelin (d18:0/22:0)*,SPB6
gulonate*,X - 15161,trigonelline (N'-methylnicotinate),CoA-glutathione*,K7EKD1,homocitrulline,AP2A2,4-acetamidobutanoate,N-acetyl-1-methylhistidine*,PPT1,X - 23639,tetradecadienoate (14:2)*,15-HETE,K7EKD1,"1,2-dilinoleoyl-GPE (18:2/18:2)*",X - 23639,X - 25244,X - 25244,X - 25244,X - 25244,1-stearoyl-2-arachidonoyl-GPS (18:0/20:4),1-linoleoyl-2-arachidonoyl-GPC (18:2/20:4n6)*,SPB6,cysteine-glutathione disulfide,deoxycarnitine,X - 10457,X - 23639
homocarnosine,X - 16972,tetradecadienoate (14:2)*,4-acetamidobutanoate,RTN1,ACTN1,tetradecadienoate (14:2)*,E9PIM6,cysteine-glutathione disulfide,myo-inositol,2-O-methylascorbic acid,V9PBN7,2'-AMP,CATD,3-methylhistidine,spermidine,CAN2,RL12,3-methylhistidine,1-stearoyl-2-arachidonoyl-GPS (18:0/20:4),tetradecadienoate (14:2)*,2'-deoxycytidine,X - 23639,1-linoleoyl-2-arachidonoyl-GPC (18:2/20:4n6)*,thiamin (Vitamin B1),MOC2B,E7EVA0
glucose,ZNT3,1-methyl-5-imidazoleacetate,SYNPO,AHNK,1-linoleoyl-2-arachidonoyl-GPE (18:2/20:4)*,SV2B,3-methylhistidine,"N,N,N-trimethyl-alanylproline betaine (TMAP)",1-methyl-5-imidazoleacetate,thiamin (Vitamin B1),SPB6,2'-O-methylcytidine,"1,2-dilinoleoyl-GPE (18:2/18:2)*","N,N,N-trimethyl-alanylproline betaine (TMAP)",betaine,behenoyl dihydrosphingomyelin (d18:0/22:0)*,1-oleoyl-2-arachidonoyl-GPI (18:1/20:4)*,fructosyllysine,1-palmitoyl-2-linoleoyl-GPC (16:0/18:2),1-palmitoyl-2-linoleoyl-GPC (16:0/18:2),TPP1,2'-deoxycytidine,LPPRC,spermidine,E9PHY5,2'-deoxycytidine
PDLI5,XRCC5,X - 23639,spermidine,ACTN1,RL12,B5MCD7,palmitoyl dihydrosphingomyelin (d18:0/16:0)*,4-acetamidobutanoate,arachidoyl ethanolamide (20:0)*,N6-succinyladenosine,GFAP,2'-deoxycytidine,ILK,palmitoyl dihydrosphingomyelin (d18:0/16:0)*,X - 25109,CYTC,ACTN1,1-stearoyl-2-arachidonoyl-GPS (18:0/20:4),1-oleoyl-2-arachidonoyl-GPI (18:1/20:4)*,RL12,fructosyllysine,tetradecadienoate (14:2)*,2-methylserine,N-carbamoylglutamate,1-stearoyl-2-arachidonoyl-GPS (18:0/20:4),spermidine
HOME1,X - 25979,X - 25244,KDSR,methionine sulfone,TPP1,SRGP3,"5,6-dihydrouridine",2-O-methylascorbic acid,SRGP3,5-oxoproline,E7EVA0,2'-deoxyguanosine,THTR,"5,6-dihydrouridine",1-oleoyl-2-arachidonoyl-GPI (18:1/20:4)*,LIPA4,1-stearoyl-2-arachidonoyl-GPS (18:0/20:4),behenoyl dihydrosphingomyelin (d18:0/22:0)*,behenoyl dihydrosphingomyelin (d18:0/22:0)*,behenoyl dihydrosphingomyelin (d18:0/22:0)*,tetradecadienoate (14:2)*,spermidine,L1CAM,H7BXD5,1-oleoyl-2-arachidonoyl-GPI (18:1/20:4)*,1-oleoyl-2-linoleoyl-GPE (18:1/18:2)*
pyruvate,X - 25948,spermidine,A4,fructosyllysine,LIPA4,SCG2,"2,4-dihydroxybutyrate",glycylvaline,PDLI5,CAN2,"1,5-anhydroglucitol (1,5-AG)",2'-deoxyinosine,E9PHY5,"2,4-dihydroxybutyrate","1,5-anhydroglucitol (1,5-AG)",SCG2,E9PHY5,HP1B3,RL12,1-oleoyl-2-arachidonoyl-GPI (18:1/20:4)*,MOC2B,X - 10457,LYAG,RL12,2'-deoxycytidine,1-oleoyl-2-arachidonoyl-GPI (18:1/20:4)*
A0A087WW96,X - 25856,thioproline,AP2A1,CAN2,FGF1,PDLI5,1-stearoyl-2-arachidonoyl-GPS (18:0/20:4),behenoyl dihydrosphingomyelin (d18:0/22:0)*,TPRGL,1-arachidonoyl-GPE (20:4n6)*,X - 10457,"2,4-dihydroxybutyrate",spermidine,1-stearoyl-2-arachidonoyl-GPS (18:0/20:4),LIPA4,tetradecadienoate (14:2)*,LIPA4,AGRIN,tetradecadienoate (14:2)*,X - 25244,1-linoleoyl-2-arachidonoyl-GPE (18:2/20:4)*,palmitoyl dihydrosphingomyelin (d18:0/16:0)*,saccharopine,mannonate*,X - 25109,X - 10457
12-HHTrE,X - 25422,arabitol/xylitol,S6A17,E9PHY5,CAN2,TPRGL,N-methylpipecolate,"5,6-dihydrouridine",AP2A2,PVRL1,E9PHY5,2-O-methylascorbic acid,1-stearoyl-2-arachidonoyl-GPS (18:0/20:4),N-methylpipecolate,1-palmitoyl-2-linoleoyl-GPC (16:0/18:2),RTN1,1-linoleoyl-2-arachidonoyl-GPE (18:2/20:4)*,X - 25109,1-linoleoyl-2-arachidonoyl-GPE (18:2/20:4)*,homocitrulline,palmitoyl dihydrosphingomyelin (d18:0/16:0)*,1-oleoyl-2-arachidonoyl-GPI (18:1/20:4)*,pseudouridine,1-oleoyl-2-arachidonoyl-GPI (18:1/20:4)*,betaine,tetradecadienoate (14:2)*
SYGP1,X - 25244,homocitrulline,H2A3,RL12,CHDH,FSD1,X - 25109,"2,4-dihydroxybutyrate",HP1B3,1-palmitoyl-2-gamma-linolenoyl-GPC (16:0/18:3n6)*,FSD1,2-aminoadipate,cysteine-glutathione disulfide,X - 25109,E9PHY5,beta-citrylglutamate,1-oleoyl-2-linoleoyl-GPE (18:1/18:2)*,tetradecadienoate (14:2)*,homocitrulline,X - 25109,ACTN1,1-oleoyl-2-linoleoyl-GPE (18:1/18:2)*,behenoyl dihydrosphingomyelin (d18:0/22:0)*,V9PBN7,phenol sulfate,E9PHY5
acetylcarnitine (C2),X - 25109,"1,2-dilinoleoyl-GPC (18:2/18:2)",NECA2,1-linoleoyl-2-arachidonoyl-GPC (18:2/20:4n6)*,PACN1,REEP5,thiamin (Vitamin B1),1-stearoyl-2-arachidonoyl-GPS (18:0/20:4),REEP5,X - 25422,5-oxoproline,2-aminoheptanoate,MOES,thiamin (Vitamin B1),homocitrulline,palmitoyl dihydrosphingomyelin (d18:0/16:0)*,1-palmitoyl-2-linoleoyl-GPC (16:0/18:2),1-palmitoyl-2-linoleoyl-GPC (16:0/18:2),X - 25109,E9PHY5,RL12,E9PHY5,X - 16972,3-methylhistidine,MLC1,1-stearoyl-2-arachidonoyl-GPS (18:0/20:4)
X - 16972,X - 24431,1-palmitoyl-2-linoleoyl-GPC (16:0/18:2),LIPA4,GFAP,H2AZ,CHDH,3-amino-2-piperidone,N-methylpipecolate,ACTN1,hippurate,CATD,2-hydroxyglutarate,AHNK,3-amino-2-piperidone,"5,6-dihydrouridine",2'-deoxycytidine,tetradecadienoate (14:2)*,RL12,E9PHY5,1-linoleoyl-2-arachidonoyl-GPE (18:2/20:4)*,"1,5-anhydroglucitol (1,5-AG)",1-stearoyl-2-arachidonoyl-GPS (18:0/20:4),tetradecadienoate (14:2)*,E9PHY5,myo-inositol,MOC2B
1-oleoyl-2-linoleoyl-GPE (18:1/18:2)*,X - 23739,fructosyllysine,CRYL1,"1,5-anhydroglucitol (1,5-AG)",spermidine,E9PHY5,2'-deoxyinosine,X - 25109,L2GL1,VATH,arachidoyl ethanolamide (20:0)*,2-methylserine,ALDH2,2'-deoxyinosine,AGRIN,spermidine,homocitrulline,1-oleoyl-2-arachidonoyl-GPI (18:1/20:4)*,HP1B3,betaine,1-stearoyl-2-arachidonoyl-GPS (18:0/20:4),MOC2B,1-oleoyl-2-linoleoyl-GPE (18:1/18:2)*,N6-succinyladenosine,gamma-aminobutyrate (GABA),AGRIN
X - 21891,X - 23639,methionine sulfone,GABR2,PGCA,VA0D1,ACTN1,glycylvaline,thiamin (Vitamin B1),PRP19,DPYL4,AHNK,2AAA,ANXA2,glycylvaline,REEP5,ACTN1,3-methylhistidine,ACTN1,fructosyllysine,AGRIN,behenoyl dihydrosphingomyelin (d18:0/22:0)*,E7EVA0,glutarylcarnitine (C5-DC),2'-deoxycytidine,PSIP1,palmitoyl dihydrosphingomyelin (d18:0/16:0)*
5'- GMP,X - 23593,"1,5-anhydroglucitol (1,5-AG)",2-O-methylascorbic acid,"1,2-dilinoleoyl-GPE (18:2/18:2)*",1-myristoyl-2-arachidonoyl-GPC (14:0/20:4)*,L2GL1,hydroxyproline,3-amino-2-piperidone,FSD1,N1-Methyl-2-pyridone-5-carboxamide,VATH,3-amino-2-piperidone,X - 16972,hydroxyproline,N-methylpipecolate,1-palmitoyl-2-linoleoyl-GPC (16:0/18:2),CAN2,betaine,"N,N,N-trimethyl-alanylproline betaine (TMAP)",fructosyllysine,X - 10457,AGRIN,2'-deoxycytidine,N1-Methyl-2-pyridone-5-carboxamide,CMP,FSD1
ximenoylcarnitine (C26:1)*,X - 23171,1-palmitoleoyl-GPC* (16:1)*,ECHA,1-linoleoyl-2-arachidonoyl-GPE (18:2/20:4)*,HP1B3,PRP19,1-oleoyl-2-arachidonoyl-GPI (18:1/20:4)*,2'-deoxyinosine,CHDH,4-hydroxybutyrate (GHB),X - 23639,3-hydroxyadipate,ASAH1,1-oleoyl-2-arachidonoyl-GPI (18:1/20:4)*,X - 25244,salicylate,behenoyl dihydrosphingomyelin (d18:0/22:0)*,aspartate,ACTN1,3-methylhistidine,E9PHY5,FSD1,arachidoyl ethanolamide (20:0)*,thioproline,5-oxoproline,CATD
EMD,X - 23085,1-linoleoyl-2-arachidonoyl-GPC (18:2/20:4n6)*,X - 25109,THTR,H2A3,SEPT5,N6-carboxymethyllysine,hydroxyproline,SV2B,CHDH,CYTC,3-hydroxyhexanoate,"1,5-anhydroglucitol (1,5-AG)",N6-carboxymethyllysine,X - 10457,EPHA4,"5,6-dihydrouridine","5,6-dihydrouridine",betaine,HP1B3,CAN2,"1,5-anhydroglucitol (1,5-AG)",myo-inositol,1-arachidonoyl-GPE (20:4n6)*,HP1B3,"1,5-anhydroglucitol (1,5-AG)"
