MORE:Ranker,MOGONET:Ranker,shap,lime,t_test,randomforest_feature_importance,xgb_feature_importance,rf_permutation_feature_importance,xgb_permutation_feature_importance,lasso,ridge,elasticnet,boruta,mannwhitneyu,svm_rfe,mean_rank,min_rank,median_rank,rra_rank,geom.mean_rank,stuart_rank,mra_rank,mean_weight,max_weight,median_weight,geom.mean_weight,ta_weight
CMP,RFX3-DT,PNPLA6,homocitrulline,LINC03072,spermidine,CTBP1,ribulose/xylulose,1-linoleoyl-2-arachidonoyl-GPC (18:2/20:4n6)*,RL12,N-acetylneuraminate,MC4R,1-palmitoyl-2-gamma-linolenoyl-GPC (16:0/18:3n6)*,LYAG,1-palmitoleoyl-GPC* (16:1)*,TRAPPC6A,MBD1,CACNA1H,RN7SL832P,MAST2,ARHGAP19-SLIT1,arabitol/xylitol,STAT3,succinate,"1,2-dilinoleoyl-GPC (18:2/18:2)",E9PIM6,H0Y858
CMTM4,RHOT1,PRKAB1,HEXB,NPEPPS,USP35,LYAG,X - 23593,"1,2-dilinoleoyl-GPE (18:2/18:2)*",STAT3,PGCA,PRKAB1,1-palmitoyl-2-linoleoyl-GPC (16:0/18:2),C19orf48P,1-linoleoyl-2-arachidonoyl-GPC (18:2/20:4n6)*,USP35,thioproline,LIPA4,EPHA4,spermidine,MAST2,CIRBP,TTC23-AS1,X - 23038,TRAPPC6A,H0Y858,TRAPPC6A
CNTN1,RIC8B,EPHA4,ORAI2,BICD2,ANKRD52,X - 23026,dihomo-linoleoylcarnitine (C20:2)*,3-methylhistidine,phosphocholine,N6-succinyladenosine,ANKRD11,1-stearoyl-2-arachidonoyl-GPS (18:0/20:4),OTUD4,N-acetyl-1-methylhistidine*,3-methylhistidine,3-amino-2-piperidone,MC4R,homocitrulline,LIPA4,LIPA4,STAT3,CHD3,beta-hydroxyisovaleroylcarnitine,PGCA,behenoyl dihydrosphingomyelin (d18:0/22:0)*,spermidine
pyroglutamine*,RL12,LYAG,PGCA,NTN5,1-linoleoyl-GPC (18:2),PRKAB1,4-hydroxybutyrate (GHB),"N,N,N-trimethyl-alanylproline betaine (TMAP)",12-HHTrE,AGRIN,NTN5,1-stearoyl-2-linoleoyl-GPC (18:0/18:2)*,BLTP2,cysteine-glutathione disulfide,NTN5,H0Y858,MAST2,ARHGAP19-SLIT1,salicylate,salicylate,E9PIM6,GFAP,5-HETE,SNTB2,2-methylserine,STAT3
NT5C,RN7SL832P,X - 23026,SEPTIN7-DT,BLTP2,NCAM1-AS2,EPHA4,citrate,palmitoyl dihydrosphingomyelin (d18:0/16:0)*,ANKRD11,MOC2B,PPT1,12-HHTrE,IRF2-DT,1-linoleoyl-2-arachidonoyl-GPE (18:2/20:4)*,IRF2-DT,1-oleoyl-2-linoleoyl-GPE (18:1/18:2)*,N-carbamoylglutamate,CACNA1H,homocitrulline,homocitrulline,C19orf48P,E7EVA0,myo-inositol,AGRIN,MOC2B,TTC23-AS1
CRKL,RNF31,trigonelline (N'-methylnicotinate),aspartate,1-linoleoyl-GPC (18:2),LYAG,NT5C,arabonate/xylonate,"5,6-dihydrouridine",GFAP,12-HHTrE,arabinose,15-HETE,LOC105376654,"1,2-dilinoleoyl-GPE (18:2/18:2)*",homocitrulline,thiamin (Vitamin B1),1-stearoyl-2-arachidonoyl-GPS (18:0/20:4),LIPA4,H0Y858,3-methylhistidine,PRKAB1,homocitrulline,dihomo-linoleoylcarnitine (C20:2)*,MOC2B,MC4R,MAST2
CRYL1,RPRM,1-methyl-5-imidazoleacetate,MLC1,RN7SL832P,S100B,PCP,lactosyl-N-nervonoyl-sphingosine (d18:1/24:1)*,cysteine-glutathione disulfide,CACNA1H,1-oleoyl-2-arachidonoyl-GPI (18:1/20:4)*,tetradecadienoate (14:2)*,2'-AMP,HUS1,3-methylhistidine,N-carbamoylglutamate,12-HHTrE,spermidine,USP35,RAPGEF1,behenoyl dihydrosphingomyelin (d18:0/22:0)*,LYAG,MAST2,X - 14837,RAPGEF1,MAST2,GFAP
CSNK2A2,RSPO3,X - 23639,WASF1,ANKRD52,E9PIM6,PDS5A,oxalate (ethanedioate),"2,4-dihydroxybutyrate",2'-deoxycytidine,hippurate,CACNA1H,2'-O-methylcytidine,CBL,"N,N,N-trimethyl-alanylproline betaine (TMAP)",EPHA4,ANKRD11,3-methylhistidine,MC4R,behenoyl dihydrosphingomyelin (d18:0/22:0)*,CACNA1H,NTN5,E9PIM6,cystine,STAT3,12-HHTrE,homocitrulline
NPY1R,RTN1,12-HHTrE,glycosyl-N-(2-hydroxynervonoyl)-sphingosine (d18:1/24:1(2OH))*,S100B,1-linoleoyl-GPG (18:2)*,ATP1B3,1-oleoyl-GPC (18:1),N-methylpipecolate,ELAVL1,arabitol/xylitol,GFAP,2'-deoxycytidine,ARL10,palmitoyl dihydrosphingomyelin (d18:0/16:0)*,PNPLA6,X - 25109,homocitrulline,MAST2,3-methylhistidine,PRKAB1,H0Y858,CIRBP,docosadienoylcarnitine (C22:2)*,12-HHTrE,HUS1,LYAG
OTUD4,S-methylcysteine,X - 25244,H7BXD5,ARHGAP35,HUS1,AP2B1,urate,X - 25109,SCG1,trimethylamine N-oxide,V9PBN7,2'-deoxyguanosine,MBD1,"5,6-dihydrouridine",MC4R,1-palmitoyl-2-linoleoyl-GPC (16:0/18:2),EPHA4,MAFG,PRKAB1,RAPGEF1,12-HHTrE,PNPLA6,gamma-aminobutyrate (GABA),1-oleoyl-2-arachidonoyl-GPI (18:1/20:4)*,STAT3,E9PIM6
CXA1,S-methylcysteine sulfoxide,spermidine,gamma-glutamylthreonine,EPHA4,arabitol/xylitol,E9PIM6,heme,thiamin (Vitamin B1),ATP1B3,tetradecadienoate (14:2)*,TPP1,2'-deoxyinosine,E9PIM6,"2,4-dihydroxybutyrate","1,5-anhydroglucitol (1,5-AG)",ADCY9,PNPLA6,salicylate,MC4R,MBD1,IRF2-DT,USP35,5-(galactosylhydroxy)-L-lysine,hippurate,CACNA1H,PRKAB1
NID1,S100B,thioproline,MBD1,CZIB,LIPA4,SLC35F3,1-palmitoyl-2-gamma-linolenoyl-GPC (16:0/18:3n6)*,3-amino-2-piperidone,SYNJ1,CAN2,LYAG,"2,4-dihydroxybutyrate",LRRN2,1-stearoyl-2-arachidonoyl-GPS (18:0/20:4),RAPGEF1,C19orf48P,salicylate,N-carbamoylglutamate,PNPLA6,EPHA4,HUS1,N-carbamoylglutamate,methionine sulfone,tetradecadienoate (14:2)*,E7EVA0,CIRBP
NAC2,S10AA,arabitol/xylitol,CHD3,NT5C,GLNA,SYUA,X - 25422,2'-deoxyinosine,E9PDG8,2-O-methylascorbic acid,1-stearoyl-2-arachidonoyl-GPS (18:0/20:4),2-O-methylascorbic acid,BICD2,N-methylpipecolate,RN7SL832P,X - 25244,thioproline,1-stearoyl-2-arachidonoyl-GPS (18:0/20:4),thioproline,1-stearoyl-2-arachidonoyl-GPS (18:0/20:4),2'-deoxycytidine,LYAG,2-methylserine,CAN2,arachidoyl ethanolamide (20:0)*,USP35
NPEPPS,S27A1,homocitrulline,CACNA1H,X - 23639,3-methylhistidine,AHSA1,X - 22771,glycylvaline,NT5C,CIRBP,PNPLA6,2-aminoadipate,SNTB2,X - 25109,ZNF596,2'-deoxycytidine,NTN5,CBL,E7EVA0,IRF2-DT,CBL,thioproline,X - 23593,2-O-methylascorbic acid,GFAP,ARL10
PCP,S4R371,salicylate,GLNA,ADCY9,RAPGEF1,VA0D1,N-carbamoylglutamate,1-stearoyl-2-arachidonoyl-GPS (18:0/20:4),NEUM,MC4R,arachidoyl ethanolamide (20:0)*,2-aminoheptanoate,APOM,thiamin (Vitamin B1),BICD2,behenoyl dihydrosphingomyelin (d18:0/22:0)*,X - 23639,HUS1,1-stearoyl-2-arachidonoyl-GPS (18:0/20:4),MC4R,GFAP,CACNA1H,1-myristoyl-2-arachidonoyl-GPC (14:0/20:4)*,CIRBP,phosphocholine,N-carbamoylglutamate
CHRD1,SNG3,"1,2-dilinoleoyl-GPC (18:2/18:2)",DUSP19,MBD1,1-linoleoyl-2-arachidonoyl-GPC (18:2/20:4n6)*,DYNLL1,spermidine,N-acetyl-1-methylhistidine*,PPT1,FKBP5,12-HHTrE,2-hydroxyglutarate,S100B,3-amino-2-piperidone,HUS1,homocitrulline,H0Y858,NTN5,HUS1,H0Y858,ARHGAP35,RAPGEF1,1-stearoyl-2-linoleoyl-GPC (18:0/18:2)*,N6-succinyladenosine,MAFG,thioproline
PLPBP,SNX16,1-palmitoyl-2-linoleoyl-GPC (16:0/18:2),OTUD4,LRRN2,CMTM4,LINC01102,thioproline,1-oleoyl-2-arachidonoyl-GPI (18:1/20:4)*,ASAH1,ARG2,CHD3,2-methylserine,TRAPPC6A,2'-deoxyinosine,SEPTIN7-DT,CHD3,phenol sulfate,3-methylhistidine,ARHGAP35,HUS1,spermidine,FKBP5,S-methylcysteine sulfoxide,MC4R,2'-deoxycytidine,CACNA1H
BSN_y,"1,2-dilinoleoyl-GPE (18:2/18:2)*",2-methylserine,ARL10,ASB16-AS1,H2AZ,BSN,arabitol/xylitol,1-arachidonoyl-GPE (20:4n6)*,SYUA,1-linoleoyl-GPC (18:2),myo-inositol,2AAA,BSN,glycylvaline,ST7-AS1,spermidine,RN7SL832P,fructosyllysine,CIRBP,PNPLA6,MAFG,spermidine,X - 10457,FKBP5,IQGA1,RAPGEF1
C19orf48P,TBA1B,fructosyllysine,TNPO3,SNTB2,LINC03072,TFE3,saccharopine,arabinose,DYNLL1,LANC2,phenol sulfate,3-amino-2-piperidone,RAP1GAP2,hydroxyproline,MAST2,MAST2,IRF2-DT,CATD,MBD1,USP35,homocitrulline,tetradecadienoate (14:2)*,1-linoleoyl-GPE (18:2)*,PVRL1,X - 23026,NTN5
C1orf52,TBCK,"1,5-anhydroglucitol (1,5-AG)",KCMF1,MAFG,X - 23639,CCDC127,1-stearoyl-2-linoleoyl-GPC (18:0/18:2)*,pyroglutamine*,AP2B1,GPM6A,ECI1,3-hydroxyadipate,LINC03072,1-oleoyl-2-arachidonoyl-GPI (18:1/20:4)*,1-linoleoyl-2-arachidonoyl-GPE (18:2/20:4)*,N-methylpipecolate,arabinose,E7EVA0,CACNA1H,RN7SL832P,3-methylhistidine,1-stearoyl-2-arachidonoyl-GPS (18:0/20:4),X - 25979,MOES,CBL,PNPLA6
C9JNY7,TCF20,1-palmitoleoyl-GPC* (16:1)*,C9J9K3,OTUD4,SMIM14-DT,CCT8,S-methylcysteine sulfoxide,erythronate*,VA0D1,V9PBN7,H7BXD5,3-hydroxyhexanoate,TRIO,N6-carboxymethyllysine,MBD1,arabitol/xylitol,aspartate,TNPO3,IRF2-DT,thioproline,PNPLA6,X - 25244,X - 23739,V9PBN7,1-methyl-5-imidazoleacetate,tetradecadienoate (14:2)*
glycerophosphorylcholine (GPC),TFE3,1-linoleoyl-2-arachidonoyl-GPC (18:2/20:4n6)*,SAP130,KIF21B,NUDT9,BICD2,X - 10457,N-acetyl-aspartyl-glutamate (NAAG),PCP,CNTN1,ABI2,3-hydroxyisobutyrate,USP35,N-carbamoylglutamate,SNTB2,GFAP,1-linoleoyl-2-arachidonoyl-GPE (18:2/20:4)*,X - 23639,X - 23639,N-carbamoylglutamate,MBD1,3-methylhistidine,1-oleoyl-2-arachidonoyl-GPI (18:1/20:4)*,X - 23026,homocitrulline,1-stearoyl-2-arachidonoyl-GPS (18:0/20:4)
CACYBP,TGM2,N-acetyl-1-methylhistidine*,fructosyllysine,TMEM123-DT,UHMK1,C9orf40,1-linoleoyl-GPE (18:2)*,beta-citrylglutamate,TFE3,X - 23026,KCNK2,3-hydroxyoctanoate,BRD9,saccharopine,1-linoleoyl-2-arachidonoyl-GPC (18:2/20:4n6)*,LIPA4,CDK8,CIRBP,2'-deoxycytidine,E7EVA0,RAPGEF1,MOC2B,15-HETE,C19orf48P,TPP1,X - 25244
CAV1,THTR,cysteine-glutathione disulfide,thiamin (Vitamin B1),ARL10,ANKRD11,GPR199P,X - 25979,4-acetamidobutanoate,CELF4,C19orf48P,phosphocholine,3-hydroxypalmitate,KLHL1,pseudouridine,PRKAB1,FPGS,1-linoleoyl-2-arachidonoyl-GPC (18:2/20:4n6)*,ZNF596,N-carbamoylglutamate,ARHGAP35,MC4R,MOES,argininate*,E9PIM6,arabinose,KCNK2
CCKN,TMEM123-DT,1-linoleoyl-2-arachidonoyl-GPE (18:2/20:4)*,hydroxyproline,FBXO24,MAFG,ELAVL1,X - 23739,X - 23085,LYAG,IP3KA,VATH,3-hydroxystearate,CZIB,erythronate*,LIPA4,arabinose,behenoyl dihydrosphingomyelin (d18:0/22:0)*,ADCY9,EPHA4,CIRBP,FKBP5,12-HHTrE,X - 23026,NTN5,1-stearoyl-2-arachidonoyl-GPS (18:0/20:4),3-methylhistidine
PARLP2,TMEM147-AS1,"1,2-dilinoleoyl-GPE (18:2/18:2)*",CoA-glutathione*,ARHGAP19-SLIT1,CCT2,SENP3,15-HETE,2-O-methylascorbic acid,CCKN,E9PIM6,AHNK,3-indoxyl sulfate,NPEPPS,N-acetyl-aspartyl-glutamate (NAAG),thioproline,1-stearoyl-2-arachidonoyl-GPS (18:0/20:4),fructosyllysine,ST7-AS1,CDK8,ST7-AS1,S100B,ARHGAP35,pyroglutamine*,FPGS,phenol sulfate,MOC2B
PIK3R2,TMEM243,3-methylhistidine,E9PIM6,BRD9,BICD2,SIRT4,1-myristoyl-2-arachidonoyl-GPC (14:0/20:4)*,"N,N,N-trimethyl-5-aminovalerate",AHSA1,deoxycarnitine,FSD1,3-methylhistidine,arabitol/xylitol,beta-citrylglutamate,ARHGAP19-SLIT1,ARHGAP35,1-palmitoyl-2-linoleoyl-GPC (16:0/18:2),SEPTIN7-DT,GFAP,"1,5-anhydroglucitol (1,5-AG)",thioproline,MBD1,1-arachidonoyl-GPE (20:4n6)*,E7EVA0,FKBP5,MOES
PGM2L,TNPO3,"N,N,N-trimethyl-alanylproline betaine (TMAP)",ANKRD52,CBL,CBL,CELF4,argininate*,behenoyl dihydrosphingomyelin (d18:0/22:0)*,LINC01102,FPGS,homocitrulline,3-sulfo-nervonoyl-galactosylceramide (d18:1/24:1),NCAM1-AS2,4-acetamidobutanoate,2'-deoxycytidine,CIRBP,ZNF596,LINC02607,MAFG,X - 23639,tetradecadienoate (14:2)*,SEPTIN7-DT,1-oleoyl-2-linoleoyl-GPE (18:1/18:2)*,TTC23-AS1,CAN2,ARHGAP35
