MORE:Ranker,MOGONET:Ranker,shap,lime,t_test,randomforest_feature_importance,xgb_feature_importance,rf_permutation_feature_importance,xgb_permutation_feature_importance,lasso,ridge,elasticnet,boruta,mannwhitneyu,svm_rfe,mean_rank,min_rank,median_rank,rra_rank,geom.mean_rank,stuart_rank,mra_rank,mean_weight,max_weight,median_weight,geom.mean_weight,ta_weight
NEUM,SH3G3,CATD,myristate (14:0),MAST2,CDK8,ANKRD11,"N,N,N-trimethyl-alanylproline betaine (TMAP)",X - 25244,ANKRD52,STAT3,1-methyl-5-imidazoleacetate,1-methyl-5-imidazoleacetate,1-linoleoyl-GPC (18:2),spermidine,TBCK,hydroxyproline,arabitol/xylitol,12-HHTrE,ANKRD11,arabitol/xylitol,SNTB2,2-methylserine,palmitoyl dihydrosphingomyelin (d18:0/16:0)*,1-methyl-5-imidazoleacetate,CHD3,PITH1
LIPA4,SIMC1,1-oleoyl-2-linoleoyl-GPE (18:1/18:2)*,1-methyl-5-imidazoleacetate,IRF2-DT,SNTB2,1-methyl-5-imidazolelactate,3-methylhistidine,spermidine,MC4R,trigonelline (N'-methylnicotinate),salicylate,1-methyl-5-imidazolelactate,FPGS,thioproline,behenoyl dihydrosphingomyelin (d18:0/22:0)*,2'-deoxyinosine,E9PIM6,2-methylserine,2-methylserine,ANKRD11,12-HHTrE,arabitol/xylitol,3-methylhistidine,arabitol/xylitol,LYAG,ATP1B3
"1,2-dilinoleoyl-GPC (18:2/18:2)",SIRT4,12-HHTrE,S100B,1-methyl-5-imidazolelactate,TTC23-AS1,PPP6R1,"1,2-dilinoleoyl-GPE (18:2/18:2)*",thioproline,2-methylserine,stachydrine,1-linoleoyl-GPC (18:2),1-methyladenosine,trimethylamine N-oxide,arabitol/xylitol,2-methylserine,RAPGEF1,LYAG,ANKRD11,arabitol/xylitol,2-methylserine,2-methylserine,12-HHTrE,"1,2-dilinoleoyl-GPE (18:2/18:2)*",12-HHTrE,KCNK2,succinate
1-methylhistamine,SLC35F3,CBL,MOES,E9PIM6,GNA13,KCNK2,1-linoleoyl-2-arachidonoyl-GPE (18:2/20:4)*,1-palmitoleoyl-GPC* (16:1)*,"1,2-dilinoleoyl-GPC (18:2/18:2)",L1CAM,ANKRD52,1-methylhistamine,ST7-AS1,homocitrulline,spermidine,ARL10,CHD3,E9PIM6,SNTB2,CHD3,ARHGAP19-SLIT1,ANKRD52,1-linoleoyl-2-arachidonoyl-GPE (18:2/20:4)*,CHD3,spermidine,GABR2
ACOX1,SLC38A2,KCNK2,phenol sulfate,ST7-AS1,1-methyl-5-imidazolelactate,trimethylamine N-oxide,stachydrine,1-palmitoyl-2-linoleoyl-GPC (16:0/18:2),1-linoleoyl-GPC (18:2),spermidine,behenoyl dihydrosphingomyelin (d18:0/22:0)*,1-methylhistidine,ANKRD52,salicylate,MC4R,1-methyl-5-imidazoleacetate,"1,2-dilinoleoyl-GPC (18:2/18:2)",CHD3,CHD3,SNTB2,ANKRD52,"1,2-dilinoleoyl-GPC (18:2/18:2)",N-acetyl-1-methylhistidine*,salicylate,ARHGAP19-SLIT1,"ceramide (d16:1/24:1, d18:1/22:1)*"
LOC105376654,SLC5A3,ARL10,GNA13,APOM,TRIO,LYAG,trimethylamine N-oxide,salicylate,behenoyl dihydrosphingomyelin (d18:0/22:0)*,PVRL1,"1,2-dilinoleoyl-GPC (18:2/18:2)",1-myristoyl-2-arachidonoyl-GPC (14:0/20:4)*,CHD3,"1,2-dilinoleoyl-GPC (18:2/18:2)",1-methyl-5-imidazoleacetate,1-methyl-5-imidazolelactate,MC4R,ANKRD52,spermidine,spermidine,spermidine,CHD3,1-linoleoyl-2-arachidonoyl-GPC (18:2/20:4n6)*,ANKRD52,X - 10457,cytidine 2' or 3'-monophosphate (2' or 3'-CMP)
methylsuccinate,SMIM14-DT,spermidine,SNTB2,RAPGEF1,CHD3,SIRT4,1-linoleoyl-GPC (18:2),"1,2-dilinoleoyl-GPC (18:2/18:2)",E9PIM6,X - 25979,STAT3,1-oleoyl-2-arachidonoyl-GPI (18:1/20:4)*,CIRBP,1-palmitoyl-2-linoleoyl-GPC (16:0/18:2),LYAG,ARHGAP19-SLIT1,2-methylserine,SNTB2,ANKRD52,LYAG,CHD3,H0Y858,"N,N,N-trimethyl-alanylproline betaine (TMAP)",H0Y858,TBCK,MAP6
CLCN6,SAP130,MC4R,IRF2-DT,CHD3,C19orf48P,trigonelline (N'-methylnicotinate),glycylvaline,1-linoleoyl-2-arachidonoyl-GPC (18:2/20:4n6)*,MOC2B,N-carbamoylglutamate,E9PIM6,1-oleoyl-2-linoleoyl-GPE (18:1/18:2)*,1-methyl-5-imidazolelactate,2-methylserine,CHD3,CDK8,12-HHTrE,LYAG,behenoyl dihydrosphingomyelin (d18:0/22:0)*,ANKRD52,"1,2-dilinoleoyl-GPC (18:2/18:2)",MC4R,fructosyllysine,"1,2-dilinoleoyl-GPC (18:2/18:2)",1-oleoyl-2-linoleoyl-GPE (18:1/18:2)*,VATB2
CoA-glutathione*,SAHH2,PPP6R1,TTC23-AS1,LYAG,ADCY9,CATD,1-oleoyl-2-arachidonoyl-GPI (18:1/20:4)*,2-methylserine,PRKAB1,N1-Methyl-2-pyridone-5-carboxamide,E7EVA0,1-oleoyl-GPC (18:1),KIF21B,fructosyllysine,1-stearoyl-2-arachidonoyl-GPS (18:0/20:4),thioproline,SNTB2,spermidine,MC4R,E9PIM6,E7EVA0,behenoyl dihydrosphingomyelin (d18:0/22:0)*,1-methylhistidine,E9PIM6,LIPA4,alpha-ketoglutaramate*
glycosyl-N-tricosanoyl-sphingadienine (d18:2/23:0)*,SNTB2,LYAG,TMEM147-AS1,ANKRD11,CIRBP,behenoyl dihydrosphingomyelin (d18:0/22:0)*,gamma-aminobutyrate (GABA),fructosyllysine,arachidoyl ethanolamide (20:0)*,salicylate,2'-deoxycytidine,1-palmitoleoyl-GPC* (16:1)*,MAFG,methionine sulfone,E9PIM6,H0Y858,ARL10,MC4R,LYAG,MC4R,behenoyl dihydrosphingomyelin (d18:0/22:0)*,ANKRD11,betaine,MC4R,SNTB2,1-linoleoyl-GPE (18:2)*
SLC38A2,S6A17,behenoyl dihydrosphingomyelin (d18:0/22:0)*,X - 23085,NCAM1-AS2,1-linoleoyl-2-arachidonoyl-GPE (18:2/20:4)*,1-oleoyl-2-linoleoyl-GPE (18:1/18:2)*,N6-carboxymethyllysine,methionine sulfone,tetradecadienoate (14:2)*,"1,2-dilinoleoyl-GPC (18:2/18:2)",MOC2B,1-palmitoyl-2-arachidonoyl-GPI (16:0/20:4)*,ADCY9,"1,5-anhydroglucitol (1,5-AG)",ANKRD52,3-amino-2-piperidone,ARHGAP19-SLIT1,RN7SL832P,ARHGAP19-SLIT1,behenoyl dihydrosphingomyelin (d18:0/22:0)*,salicylate,E7EVA0,dihydroxyacetone phosphate (DHAP),FPGS,ANKRD52,X - 22810
N-methylpipecolate,RFX3-DT,sedoheptulose-7-phosphate,homocitrulline,LINC03072,spermidine,CBL,ribulose/xylulose,homocitrulline,RL12,N-acetylneuraminate,MC4R,1-palmitoyl-2-gamma-linolenoyl-GPC (16:0/18:3n6)*,LYAG,1-palmitoleoyl-GPC* (16:1)*,CACNA1H,MBD1,CACNA1H,behenoyl dihydrosphingomyelin (d18:0/22:0)*,E9PIM6,ARHGAP19-SLIT1,LIPA4,salicylate,succinate,STAT3,"1,2-dilinoleoyl-GPC (18:2/18:2)",sebacate (C10-DC)
FGF1,RHOT1,SIRT4,HEXB,NPEPPS,USP35,UHMK1,X - 23593,"1,5-anhydroglucitol (1,5-AG)",STAT3,PGCA,PRKAB1,1-palmitoyl-2-linoleoyl-GPC (16:0/18:2),C19orf48P,1-linoleoyl-2-arachidonoyl-GPC (18:2/20:4n6)*,USP35,SNTB2,LIPA4,homocitrulline,MAST2,MAST2,ADCY9,TRAPPC6A,X - 23038,GFAP,arabitol/xylitol,2-hydroxyglutarate
SIMC1,RIC8B,trigonelline (N'-methylnicotinate),ORAI2,BICD2,ANKRD52,MC4R,dihomo-linoleoylcarnitine (C20:2)*,glycylvaline,phosphocholine,N6-succinyladenosine,ANKRD11,1-stearoyl-2-arachidonoyl-GPS (18:0/20:4),OTUD4,N-acetyl-1-methylhistidine*,SNTB2,CHD3,behenoyl dihydrosphingomyelin (d18:0/22:0)*,MAST2,LIPA4,LIPA4,arabitol/xylitol,spermidine,beta-hydroxyisovaleroylcarnitine,PGCA,E9PIM6,SYUB
NB5R1,RL12,X - 10457,PGCA,NTN5,1-linoleoyl-GPC (18:2),sedoheptulose-7-phosphate,4-hydroxybutyrate (GHB),hydroxyproline,12-HHTrE,AGRIN,NTN5,1-stearoyl-2-linoleoyl-GPC (18:0/18:2)*,BLTP2,cysteine-glutathione disulfide,3-methylhistidine,beta-citrylglutamate,spermidine,ARL10,H0Y858,RAPGEF1,MC4R,STAT3,5-HETE,RAPGEF1,H0Y858,A0A0C4DGH3
STAU1,RN7SL832P,ANXA1,SEPTIN7-DT,BLTP2,NCAM1-AS2,X - 10457,citrate,N-acetyl-1-methylhistidine*,ANKRD11,MOC2B,PPT1,12-HHTrE,IRF2-DT,1-linoleoyl-2-arachidonoyl-GPE (18:2/20:4)*,IRF2-DT,ANKRD11,MAST2,ARHGAP19-SLIT1,RAPGEF1,H0Y858,CIRBP,TTC23-AS1,myo-inositol,PVRL1,2-methylserine,phenylalanylglycine
MTAP2,RNF31,UHMK1,aspartate,1-linoleoyl-GPC (18:2),LYAG,ANXA1,arabonate/xylonate,cysteine-glutathione disulfide,GFAP,12-HHTrE,arabinose,15-HETE,LOC105376654,"1,2-dilinoleoyl-GPE (18:2/18:2)*",homocitrulline,thiamin (Vitamin B1),N-carbamoylglutamate,CACNA1H,homocitrulline,3-methylhistidine,LYAG,MAST2,dihomo-linoleoylcarnitine (C20:2)*,N-carbamoylglutamate,MOC2B,3-sulfo-nervonoyl-galactosylceramide (d18:1/24:1)
DNAJC27-AS1,RPRM,1-methyl-5-imidazoleacetate,MLC1,RN7SL832P,S100B,PCP,lactosyl-N-nervonoyl-sphingosine (d18:1/24:1)*,1-linoleoyl-2-arachidonoyl-GPE (18:2/20:4)*,CACNA1H,1-oleoyl-2-arachidonoyl-GPI (18:1/20:4)*,tetradecadienoate (14:2)*,2'-AMP,HUS1,3-methylhistidine,N-carbamoylglutamate,TRAPPC6A,1-stearoyl-2-arachidonoyl-GPS (18:0/20:4),LIPA4,3-methylhistidine,CACNA1H,STAT3,GFAP,X - 14837,behenoyl dihydrosphingomyelin (d18:0/22:0)*,MAST2,glycosyl-N-stearoyl-sphingadienine (d18:2/18:0)*
UBE2Q1,RSPO3,X - 23639,WASF1,ANKRD52,E9PIM6,AHSA1,oxalate (ethanedioate),"1,2-dilinoleoyl-GPE (18:2/18:2)*",2'-deoxycytidine,hippurate,CACNA1H,2'-O-methylcytidine,CBL,"N,N,N-trimethyl-alanylproline betaine (TMAP)",RAPGEF1,1-oleoyl-2-linoleoyl-GPE (18:1/18:2)*,H0Y858,USP35,salicylate,MBD1,E9PIM6,homocitrulline,cystine,MOES,ARL10,GUAD
PDLI5,RTN1,X - 25244,glycosyl-N-(2-hydroxynervonoyl)-sphingosine (d18:1/24:1(2OH))*,S100B,1-linoleoyl-GPG (18:2)*,E9PIM6,1-oleoyl-GPC (18:1),3-methylhistidine,ELAVL1,arabitol/xylitol,GFAP,2'-deoxycytidine,ARL10,palmitoyl dihydrosphingomyelin (d18:0/16:0)*,RN7SL832P,X - 25109,3-methylhistidine,H0Y858,E7EVA0,1-stearoyl-2-arachidonoyl-GPS (18:0/20:4),C19orf48P,LYAG,docosadienoylcarnitine (C22:2)*,N-acetyl-1-methylhistidine*,STAT3,NEUM
PHAR1,S-methylcysteine,thioproline,H7BXD5,ARHGAP35,HUS1,CCKN,urate,"N,N,N-trimethyl-alanylproline betaine (TMAP)",SCG1,trimethylamine N-oxide,V9PBN7,2'-deoxyguanosine,MBD1,"5,6-dihydrouridine",KCNK2,2'-deoxycytidine,homocitrulline,salicylate,1-stearoyl-2-arachidonoyl-GPS (18:0/20:4),homocitrulline,H0Y858,E9PIM6,gamma-aminobutyrate (GABA),thioproline,CACNA1H,ZNF662
CTNND2,S-methylcysteine sulfoxide,arabitol/xylitol,gamma-glutamylthreonine,EPHA4,arabitol/xylitol,AP2B1,heme,palmitoyl dihydrosphingomyelin (d18:0/16:0)*,ATP1B3,tetradecadienoate (14:2)*,TPP1,2'-deoxyinosine,E9PIM6,"2,4-dihydroxybutyrate","1,5-anhydroglucitol (1,5-AG)",C19orf48P,EPHA4,N-carbamoylglutamate,thioproline,IRF2-DT,IRF2-DT,PRKAB1,5-(galactosylhydroxy)-L-lysine,spermidine,PRKAB1,cystine
erythronate*,S100B,homocitrulline,MBD1,CZIB,LIPA4,VA0D1,1-palmitoyl-2-gamma-linolenoyl-GPC (16:0/18:3n6)*,"2,4-dihydroxybutyrate",SYNJ1,CAN2,LYAG,"2,4-dihydroxybutyrate",LRRN2,1-stearoyl-2-arachidonoyl-GPS (18:0/20:4),ARHGAP19-SLIT1,salicylate,salicylate,1-stearoyl-2-arachidonoyl-GPS (18:0/20:4),TRAPPC6A,salicylate,2'-deoxycytidine,CIRBP,methionine sulfone,N-methylpipecolate,E7EVA0,UBP14
G5E9W7,S10AA,salicylate,CHD3,NT5C,GLNA,SYUA,X - 25422,1-stearoyl-2-arachidonoyl-GPS (18:0/20:4),E9PDG8,2-O-methylascorbic acid,1-stearoyl-2-arachidonoyl-GPS (18:0/20:4),2-O-methylascorbic acid,BICD2,N-methylpipecolate,SEPTIN7-DT,1-palmitoyl-2-linoleoyl-GPC (16:0/18:2),thioproline,CBL,ARHGAP35,USP35,CBL,USP35,2-methylserine,"1,5-anhydroglucitol (1,5-AG)",arachidoyl ethanolamide (20:0)*,E9PGC8
N-acetylglucosamine 6-phosphate,S27A1,"1,2-dilinoleoyl-GPC (18:2/18:2)",CACNA1H,X - 23639,3-methylhistidine,ASAH1,X - 22771,N-methylpipecolate,NT5C,CIRBP,PNPLA6,2-aminoadipate,SNTB2,X - 25109,ZNF596,ADCY9,1-oleoyl-2-linoleoyl-GPE (18:1/18:2)*,3-methylhistidine,MBD1,RN7SL832P,GFAP,ARL10,X - 23593,X - 25244,GFAP,BASP1
L2GL1,S4R371,1-palmitoyl-2-linoleoyl-GPC (16:0/18:2),GLNA,ADCY9,RAPGEF1,CIRBP_y,N-carbamoylglutamate,X - 25109,NEUM,MC4R,arachidoyl ethanolamide (20:0)*,2-aminoheptanoate,APOM,thiamin (Vitamin B1),BICD2,MAST2,X - 23639,fructosyllysine,CIRBP,E7EVA0,ARHGAP35,N-carbamoylglutamate,1-myristoyl-2-arachidonoyl-GPC (14:0/20:4)*,ARL10,CATD,"1,2-dipalmitoyl-GPG (16:0/16:0)"
EMD,SNG3,2-methylserine,DUSP19,MBD1,1-linoleoyl-2-arachidonoyl-GPC (18:2/20:4n6)*,PPT1,spermidine,thiamin (Vitamin B1),PPT1,FKBP5,12-HHTrE,2-hydroxyglutarate,S100B,3-amino-2-piperidone,MBD1,X - 25244,phenol sulfate,EPHA4,CACNA1H,ARL10,homocitrulline,thioproline,1-stearoyl-2-linoleoyl-GPC (18:0/18:2)*,2-O-methylascorbic acid,phosphocholine,lignoceroylcarnitine (C24)*
RTN1,SNX16,fructosyllysine,OTUD4,LRRN2,CMTM4,LINC01102,thioproline,3-amino-2-piperidone,ASAH1,ARG2,CHD3,2-methylserine,TRAPPC6A,2'-deoxyinosine,1-linoleoyl-2-arachidonoyl-GPE (18:2/20:4)*,arabitol/xylitol,aspartate,TNPO3,IRF2-DT,N-carbamoylglutamate,3-methylhistidine,CACNA1H,S-methylcysteine sulfoxide,TRAPPC6A,2'-deoxycytidine,linoleoyl ethanolamide
N-acetylneuraminate,"1,2-dilinoleoyl-GPE (18:2/18:2)*",methionine sulfone,ARL10,ASB16-AS1,H2AZ,NECA2,arabitol/xylitol,2'-deoxyinosine,SYUA,1-linoleoyl-GPC (18:2),myo-inositol,2AAA,BSN,glycylvaline,MAST2,GFAP,RN7SL832P,LINC02607,ARL10,TRAPPC6A,MBD1,RAPGEF1,X - 10457,CIRBP,SIRT4,S4R371
TRIM45,TBA1B,"1,5-anhydroglucitol (1,5-AG)",TNPO3,SNTB2,LINC03072,BSN,saccharopine,N-carbamoylglutamate,DYNLL1,LANC2,phenol sulfate,3-amino-2-piperidone,RAP1GAP2,hydroxyproline,ST7-AS1,behenoyl dihydrosphingomyelin (d18:0/22:0)*,arabinose,E7EVA0,2'-deoxycytidine,thioproline,RAPGEF1,NTN5,1-linoleoyl-GPE (18:2)*,L1CAM,CBL,4-cholesten-3-one
homocarnosine,TBCK,1-palmitoleoyl-GPC* (16:1)*,KCMF1,MAFG,X - 23639,TFE3,1-stearoyl-2-linoleoyl-GPC (18:0/18:2)*,N6-carboxymethyllysine,AP2B1,GPM6A,ECI1,3-hydroxyadipate,LINC03072,1-oleoyl-2-arachidonoyl-GPI (18:1/20:4)*,1-linoleoyl-2-arachidonoyl-GPC (18:2/20:4n6)*,homocitrulline,IRF2-DT,X - 23639,KCNK2,ARHGAP35,PPT1,PNPLA6,X - 25979,N6-succinyladenosine,1-methyl-5-imidazoleacetate,X - 24431
gamma-aminobutyrate (GABA),TCF20,1-linoleoyl-2-arachidonoyl-GPC (18:2/20:4n6)*,C9J9K3,OTUD4,SMIM14-DT,CCT8,S-methylcysteine sulfoxide,argininate*,VA0D1,V9PBN7,H7BXD5,3-hydroxyhexanoate,TRIO,N6-carboxymethyllysine,LIPA4,N-methylpipecolate,1-linoleoyl-2-arachidonoyl-GPE (18:2/20:4)*,CIRBP,1-oleoyl-2-linoleoyl-GPE (18:1/18:2)*,CIRBP,S100B,tetradecadienoate (14:2)*,X - 23739,FKBP5,homocitrulline,E5RGX5
FGFR1OP2,TFE3,N-acetyl-1-methylhistidine*,SAP130,KIF21B,NUDT9,KLHL29,X - 10457,saccharopine,PCP,CNTN1,ABI2,3-hydroxyisobutyrate,USP35,N-carbamoylglutamate,thioproline,1-stearoyl-2-arachidonoyl-GPS (18:0/20:4),CDK8,ST7-AS1,1-linoleoyl-2-arachidonoyl-GPE (18:2/20:4)*,1-linoleoyl-2-arachidonoyl-GPE (18:2/20:4)*,thioproline,1-stearoyl-2-arachidonoyl-GPS (18:0/20:4),1-oleoyl-2-arachidonoyl-GPI (18:1/20:4)*,X - 25979,TPP1,CRIP2
A4,TGM2,cysteine-glutathione disulfide,fructosyllysine,TMEM123-DT,UHMK1,PDS5A,1-linoleoyl-GPE (18:2)*,X - 23026,TFE3,X - 23026,KCNK2,3-hydroxyoctanoate,BRD9,saccharopine,2'-deoxycytidine,LIPA4,KCNK2,ZNF596,X - 23639,ST7-AS1,TRAPPC6A,X - 25244,15-HETE,hippurate,arabinose,guanosine 2'-monophosphate (2'-GMP)*
arabinose,THTR,1-linoleoyl-2-arachidonoyl-GPE (18:2/20:4)*,thiamin (Vitamin B1),ARL10,ANKRD11,ATP1B3,X - 25979,erythronate*,CELF4,C19orf48P,phosphocholine,3-hydroxypalmitate,KLHL1,pseudouridine,PRKAB1,arabinose,1-linoleoyl-2-arachidonoyl-GPC (18:2/20:4n6)*,IRF2-DT,N-carbamoylglutamate,KCNK2,ARL10,KCNK2,argininate*,V9PBN7,1-stearoyl-2-arachidonoyl-GPS (18:0/20:4),B5MCD7
UBP14,TMEM123-DT,"1,2-dilinoleoyl-GPE (18:2/18:2)*",hydroxyproline,FBXO24,MAFG,NT5C,X - 23739,N-acetyl-aspartyl-glutamate (NAAG),LYAG,IP3KA,VATH,3-hydroxystearate,CZIB,erythronate*,N-methylpipecolate,FPGS,fructosyllysine,ADCY9,GFAP,2'-deoxycytidine,tetradecadienoate (14:2)*,3-methylhistidine,X - 23026,arabinose,phenol sulfate,DPP6
ILK,TMEM147-AS1,3-methylhistidine,CoA-glutathione*,ARHGAP19-SLIT1,CCT2,DYNLL1,15-HETE,4-acetamidobutanoate,CCKN,E9PIM6,AHNK,3-indoxyl sulfate,NPEPPS,N-acetyl-aspartyl-glutamate (NAAG),H0Y858,X - 23639,ZNF596,SEPTIN7-DT,CDK8,"1,5-anhydroglucitol (1,5-AG)",X - 23639,MOC2B,pyroglutamine*,X - 23026,PGCA,2'-deoxyguanosine
X - 23085,TMEM243,"N,N,N-trimethyl-alanylproline betaine (TMAP)",E9PIM6,BRD9,BICD2,CELF4,1-myristoyl-2-arachidonoyl-GPC (14:0/20:4)*,X - 23085,AHSA1,deoxycarnitine,FSD1,3-methylhistidine,arabitol/xylitol,beta-citrylglutamate,CATD,spermidine,1-palmitoyl-2-linoleoyl-GPC (16:0/18:2),MBD1,C19orf48P,ZNF596,OTUD4,MOES,1-arachidonoyl-GPE (20:4n6)*,MOC2B,LINC02607,HTR1E
