MORE:Ranker,MOGONET:Ranker,shap,lime,t_test,randomforest_feature_importance,xgb_feature_importance,rf_permutation_feature_importance,xgb_permutation_feature_importance,lasso,ridge,elasticnet,boruta,mannwhitneyu,svm_rfe,mean_rank,min_rank,median_rank,rra_rank,geom.mean_rank,stuart_rank,mra_rank,mean_weight,max_weight,median_weight,geom.mean_weight,ta_weight
LY6H,PPIF,CXA1,PAK1,DPYL4,ACTN1,PPT1,DPYL4,CXA1,LPPRC,DHB11,DHB11,AP2B1,PON2,DPYL4,SPB6,EPDR1,PRDX6,CIRBP,PRDX6,CNTN1,K7EKD1,CNTN1,CATD,LPPRC,BCAT1,EPDR1
MLC1,PPM1F,CPLX2,GFAP,NEGR1,CXA1,LYAG,NEGR1,K7EKD1,PPIF,CNTN1,CRYL1,ARP3B,VA0D1,NEGR1,CXA1,NEGR1,CATD,EPDR1,BCAT1,BCAT1,BCAT1,L1CAM,EPDR1,CNTN1,IF6,S27A1
STMN1,PPT1,REEP5,AP2A1,PON2,L2GL1,A4,PON2,AP2B1,GLNA,GLNA,E9PIM6,ASAH1,BCAT1,PON2,REEP5,MOC2B,SPB6,REEP5,PON2,PON2,SPB6,EPDR1,PCP,MAP6,SPB6,L1CAM
PDLI5,PRAF2,IF6,NEUM,THTR,OGA,IP3KA,THTR,SYUA,IF6,FKBP5,S27A1,AT8A1,CYTC,THTR,H0Y858,CRYL1,PVRL1,HBD,CNTN1,HBD,H0Y858,STAT3,K7EKD1,S27A1,PON2,STAT3
WASF1,PRDX6,CHRD1,RL12,PITH1,CAC1E,PRIO,PITH1,ASAH1,H7BXD5,GPM6A,H0Y858,ATAD1,PRP19,PITH1,CIRBP,RL12,BCAT1,LIPA4,H0Y858,CIRBP,LPPRC,H0Y858,SYNJ1,DHB11,K7EKD1,H0Y858
NECA2,PRIO,S27A1,S27A1,PRDX6,ECHA,CHRD1,PRDX6,NEUM,COMT,SCG2,H7BXD5,B5MBY2,C9JNY7,PRDX6,CATD,CYTC,PON2,CATD,PRIO,GLNA,L1CAM,LPPRC,PPT1,EPDR1,FRIL,LPPRC
E9PDG8,PRP19,GLNA,RTN1,EPHA4,LIPA4,OGA,EPHA4,E9PDG8,K7EKD1,CRIP2,E7EVA0,B5MCD7,E9PDG8,EPHA4,C9JNY7,AP2A1,H0Y858,GLNA,IP3KA,H0Y858,NEGR1,PON2,OGA,GLNA,PPIF,K7EKD1
PCP,PSIP1,ACOX1,E9PDG8,CATD,CNTN1,TPRGL,EPDR1,SYNJ1,LYAG,E7EVA0,PVRL1,BASP1,GLNA,CATD,PRIO,SPB6,IF6,PVRL1,GLNA,CATD,HP1B3,GLNA,CPLX2,FKBP5,CHRD1,GLNA
CLH1,PVRL1,PRDX6,IF6,EPDR1,PSIP1,L2GL1,FGF1,IP3KA,CHRD1,KCNA1,CNTN1,BCAT1,SPB6,EPDR1,GLNA,CATD,AP2B1,C9JNY7,AP2B1,C9JNY7,PON2,K7EKD1,LPPRC,PRDX6,CIRBP,PVRL1
CIRBP,OGA,A4,MAP6,CRIP2,S27A1,AHNK,LYAG,LANC2,E9PHY5,HEBP2,V9PBN7,BSN,AP2B1,CRIP2,IF6,VA0D1,ACOX1,IF6,CATD,PRIO,AP2B1,PRIO,REEP5,PVRL1,HBD,LANC2
DPYL1,NUMA1,PADI2,EPHA4,DPYL1,NRX1A,K7EKD1,CATD,CRIP2,GPM6A,IQGA1,GPM6A,C9J9K3,CIRBP,DPYL1,PVRL1,AP2B1,CIRBP,H0Y858,C9JNY7,AP2B1,GLNA,E7EVA0,C9JNY7,HP1B3,PRDX6,E7EVA0
OPCM,NRX1A,AP2A1,PGCA,STMN1,L1CAM,HBD,CRIP2,DPYL4,CNTN1,MAP6,PPIF,C9JNY7,PRIO,STMN1,IP3KA,EPHA4,EPHA4,CPLX2,STAT3,IP3KA,IP3KA,PVRL1,CIRBP,GFAP,PRIO,GFAP
SH3G1,NID1,SPB6,BASP1,LANC2,CHDH,EPDR1,H0Y858,NEGR1,S27A1,ILK,HEBP2,CAC1E,CATD,LANC2,STAT3,BCAT1,PRIO,GFAP,CIRBP,STAT3,CYTC,LANC2,H0Y858,LANC2,GFAP,IF6
ECHB,K7EKD1,LPPRC,ZNT3,ARP3B,ANXA1,PRP19,LANC2,THTR,S10AA,E9PHY5,LYAG,CAN2,HP1B3,ARP3B,GFAP,OGA,E7EVA0,TPP1,EPHA4,IF6,S27A1,IF6,KCC2A,CPLX2,A4,C9JNY7
E5RGX5,KCC2A,K7EKD1,A0A087WW96,U3KQG5,PVRL1,E7EVA0,ARP3B,PITH1,CIRBP,PRDX6,TPP1,CATD,PSIP1,U3KQG5,HBD,CHRD1,C9JNY7,PPIF,CPLX2,PVRL1,PRDX6,C9JNY7,S27A1,NEGR1,E7EVA0,PON2
DOC2A,KCNA1,H2AZ,CATD,RTN1,FRS1L,REEP5,U3KQG5,PRDX6,TPP1,ASAH1,MAP6,CAV1,ILK,RTN1,CRIP2,CPLX2,CRIP2,H7C545,PVRL1,GFAP,NEUM,HP1B3,RL12,PON2,CYTC,DHB11
GABR2,KDSR,BCAT1,CNTN1,ACOX1,NEUM,CATD,RTN1,EPHA4,PCP,C9J9K3,IF6,CCKN,AP2A2,ACOX1,AP2B1,CNTN1,HEBP2,LPPRC,LPPRC,LPPRC,EPHA4,DHB11,GLNA,H0Y858,PADI2,PRIO
SH3G3,L1CAM,CATD,AT8A1,SPB6,PON2,NUMA1,ACOX1,CATD,HEBP2,PITH1,G5E9W7,CD44,STAT3,SPB6,FRIL,SYUA,LPPRC,PRIO,AP2A2,EPHA4,E9PDG8,GFAP,NUMA1,PRIO,NUMA1,CAC1E
GLNA,L2GL1,AHNK,AP2B1,PVRL1,LANC2,GLNA,SPB6,LYAG,PVRL1,MOC2B,PRDX6,CHDH,OGA,PVRL1,EPHA4,H0Y858,E9PDG8,ABI2,L1CAM,CPLX2,CNTN1,CRIP2,STAT3,AP2B1,L1CAM,CRIP2
GNAI1,LANC2,AP2A2,HNRPL,LY6H,NB5R1,H2AZ,PVRL1,DPYL1,HN1,NECA2,CAC1E,CHRD1,FGF1,LY6H,LANC2,CIRBP,VATH,STAT3,NEGR1,L1CAM,SYNJ1,PITH1,PRP19,E7EVA0,STAT3,PITH1
NUMA1,LIPA4,PON2,ZO2,BCAT1,TPP1,LIPA4,LY6H,VA0D1,E9PGC8,PP2BB,COMT,CIRBP,CRIP2,BCAT1,ABI2,L1CAM,FRIL,CRIP2,CYTC,CRIP2,FKBP5,CIRBP,HP1B3,TPP1,FKBP5,CYTC
XRCC5,LPPRC,CAV1,G5E9W7,ABI2,V9PBN7,A0A0C4DGH3,BCAT1,H0Y858,SYGP1,IPO5,FRIL,CLH1,H7BXD5,ABI2,PITH1,PON2,IP3KA,FGF1,GFAP,VA0D1,CHRD1,HEBP2,AP2A2,V9PBN7,CPLX2,AP2A2
MTAP2,LY6H,PPIF,ITB1,VATH,IF6,IPO5,ABI2,STMN1,ECI2,S27A1,CRIP2,CNTN1,PPM1F,VATH,AP2A1,KCC2A,PITH1,AP2B1,IF6,FRIL,PADI2,MAP6,CHRD1,IP3KA,IP3KA,HEBP2
ITB1,LYAG,IPO5,ECI2,PGCA,G5E9W7,IF6,VATH,ARP3B,MTAP2,ICAM5,PITH1,COMT,ABI2,PGCA,E7EVA0,S27A1,GFAP,COMT,LANC2,LANC2,GPM6A,NEGR1,EPS15,CAC1E,DHB11,MAP6
PRAF2,MAP6,E7EVA0,B5MBY2,NECA2,SYUA,CIRBP,PGCA,BCAT1,DPP6,PPIF,A4,COR1A,IP3KA,NECA2,TPP1,CXA1,FRS1L,A4,E9PDG8,ABI2,CRIP2,CAC1E,MOC2B,IF6,PVRL1,CIRBP
IF6,MLC1,TPRGL,CD44,C9JNY7,CATD,CNTN1,NECA2,ABI2,SYNPO,A0A087WW96,CHRD1,CPLX2,MOC2B,C9JNY7,PPIF,HP1B3,NEGR1,FRIL,VA0D1,NEGR1,RL12,GPM6A,CXA1,HEBP2,TPP1,NEGR1
HOME1,MOC2B,GFAP,ANXA1,PLCD1,HEBP2,CYTC,C9JNY7,VATH,CPLX2,G5E9W7,E9PHY5,CRIP2,FRS1L,PLCD1,LPPRC,K7EKD1,STAT3,PGCA,SYNJ1,SYNJ1,CATD,TPP1,PPIF,PPIF,GPM6A,GPM6A
HEXB,MOES,NUMA1,MTAP2,AP2A1,SPB6,BCAT1,PLCD1,PGCA,DOC2A,COR1A,SCG2,CRYL1,TPP1,AP2A1,NEGR1,STAT3,COMT,EPHA4,AP2A1,PPIF,PRP19,FKBP5,PSIP1,CATD,AP2A1,TPP1
PYC,MTAP2,L2GL1,HEBP2,GFAP,KCC2A,PON2,AP2A1,U3KQG5,SCN2A,AP2B1,CIRBP,CTBP1,ARP3B,GFAP,E9PHY5,GFAP,E9PHY5,E9PDG8,CRIP2,E9PDG8,LANC2,CATD,VA0D1,EPHA4,CATD,FKBP5
BSN,NAC2,A0A0C4DGH3,ACOX1,CIRBP,MOC2B,SPB6,GFAP,NECA2,ALDH2,SYUB,AAKB2,CXA1,NEGR1,CIRBP,L1CAM,PRP19,NEUM,ACOX1,ACOX1,AP2A2,THTR,FRIL,AP2B1,CHDH,HEBP2,A4
SYPH,NB5R1,CIRBP,LYAG,CCKN,EPHA4,C9JNY7,CIRBP,PLCD1,UBP14,COMT,EPDR1,CYTC,PLCD1,CCKN,SYNJ1,PVRL1,ILK,IP3KA,FRIL,AP2A1,PVRL1,E9PHY5,SYUA,FRIL,AP2A2,IP3KA
Q5JP53,NECA2,FRIL,CHDH,SCG1,ZNT3,FRIL,CCKN,AP2A1,PPM1F,CHRD1,ICAM5,DHB11,XRCC5,SCG1,COMT,NEUM,ABI2,E9PHY5,E7EVA0,H7C545,E7EVA0,PPIF,ACOX1,G5E9W7,E9PHY5,E9PHY5
E9PHY5,NEGR1,ABI2,PP2BB,H0Y858,E7EVA0,PPIF,SCG1,CIRBP,CAV1,PGCA,VATH,DLGP3,NUMA1,H0Y858,E9PDG8,ACOX1,REEP5,CHDH,NEUM,TPP1,MAP6,A4,PON2,BASP1,C9JNY7,CATD
DPP6,NEUM,C9JNY7,SNX3,FGF1,PYC,SYGP1,DPYL1,CCKN,BASP1,ECHA,PCP,DOC2A,FRIL,FGF1,VATH,E9PDG8,AP2A1,VA0D1,SYUA,CYTC,ACOX1,IP3KA,E9PDG8,GPM6A,COMT,PPIF
PACN1,PYC,SYGP1,IPO5,KCC2A,BASP1,ABI2,KCC2A,SCG1,TBA1B,KDSR,ILK,DPP6,HS105,KCC2A,VA0D1,LPPRC,TPP1,GPM6A,HP1B3,E7EVA0,IF6,COMT,PRIO,PGCA,ACOX1,FRIL
IQGA1,Q5JP53,VA0D1,MLC1,STX1A,SV2B,HPCA,STX1A,S27A1,MAP6,CHDH,PON2,DPYL1,CHDH,STX1A,CYTC,SYNJ1,LANC2,AHNK,RL12,PITH1,AP2A2,PSIP1,ILK,ECHA,AHNK,COMT
STX1A,RAB3A,AP2B1,LY6H,H7C545,E9PDG8,ANXA1,E9PHY5,FGF1,S4R371,VATH,K7EKD1,DPYL4,VATH,H7C545,ACOX1,MAP6,CYTC,L1CAM,PPIF,SYUA,PITH1,AP2A1,CAC1E,C9JNY7,IPO5,HP1B3
EPHA4,SYGP1,SYUA,PRDX6,S27A1,COR1A,SNG3,H7C545,HS105,H2AZ,NAC2,CHDH,E5RGX5,ACTN1,S27A1,A4,FRIL,CHDH,E7EVA0,PITH1,NEUM,CIRBP,VATH,IF6,AP2A1,TPRGL,AP2A1
CRIP2,SYNJ1,NEUM,UBP14,PP2BB,GNAI1,ECHB,PP2BB,STX1A,TGM2,IP3KA,NAC2,E7EVA0,LPPRC,PP2BB,PGCA,GLNA,RL12,LANC2,CHRD1,GPM6A,HEBP2,ILK,ANXA2,PSIP1,H7BXD5,PSIP1
VGLU1,SYNPO,E9PDG8,FRS1L,ECHA,GFAP,ICAM5,ECHA,C9JNY7,NRX1A,TPRGL,ECI1,E9PDG8,CCKN,ECHA,KCC2A,PPIF,CPLX2,AP2A1,TPP1,ACOX1,TPP1,AP2A2,G5E9W7,IPO5,PRP19,RL12
GUAD,SYPH,SYNJ1,SAHH2,CLH1,PGCA,PACN1,CLH1,H7C545,PACN1,CAC1E,H7C545,E9PGC8,COMT,CLH1,CPLX2,CAV1,SYUA,NEGR1,PADI2,VATH,VA0D1,CYTC,CNTN1,AP2A2,ABI2,VATH
RAB6B,SYUA,FRS1L,FKBP5,ECI1,IP3KA,SCN2A,ECI1,FRS1L,CTBP1,IF6,AHNK,E9PHY5,SYUA,ECI1,H7C545,NUMA1,NECA2,HP1B3,MAP6,E9PHY5,H7BXD5,EPHA4,HS105,ZNT3,L2GL1,ILK
PADI2,SYUB,DPYL4,ANXA2,RL12,FKB1A,DOC2A,RL12,B5MBY2,AT8A1,E5RGX5,PAK1,E9PIM6,ANXA2,RL12,GPM6A,EPS15,H2AZ,PITH1,KCC2A,PGCA,PPIF,AP2B1,H2AZ,CYTC,CAV1,EPHA4
RAB3A,TBA1B,NEGR1,SCN2A,A0A087WW96,HEXB,TBB4B,A0A087WW96,KCC2A,SAHH2,V9PBN7,NECA2,E9PS17,E7EVA0,A0A087WW96,MAP6,THTR,CHRD1,ALDH2,THTR,COMT,G5E9W7,AHNK,PPM1F,RL12,H2AZ,AP2B1
PGM2L,TBB4B,THTR,E9PHY5,COMT,IPO5,SYNPO,COMT,STAT3,ICAM5,BASP1,KDSR,ECHA,E9PHY5,COMT,NEUM,TPP1,HP1B3,SYNJ1,ABI2,THTR,SYUA,RL12,H7BXD5,ACOX1,H0Y858,CPLX2
COR1A,TGM2,PITH1,SYNPO,STAT3,PPM1F,DPP6,STAT3,SEPT5,FRIL,LYAG,ATAD1,ECHB,HBD,STAT3,SYUA,DHB11,TPRGL,HEBP2,E9PHY5,A4,C9JNY7,CPLX2,FGF1,CD44,MAP6,KCC2A
L1CAM,THTR,EPHA4,XRCC5,ILK,CAN2,ALDH2,H2AZ,SCG2,CYTC,H7BXD5,HPCA,ECI1,NEUM,ILK,AP2A2,FKBP5,PRP19,VATH,FRS1L,CHRD1,ABI2,ABI2,NEUM,COMT,CAC1E,SYNJ1
E9PIM6,TPP1,CRIP2,V9PBN7,B5MCD7,ECI2,MTAP2,ILK,ILK,SYN1,TPP1,ECHB,ECI2,MOES,B5MCD7,NECA2,E7EVA0,PGCA,TBB4B,GPM6A,HP1B3,GFAP,KCC2A,CRIP2,CRYL1,HP1B3,ABI2
ZNT3,TPRGL,DPYL1,REEP5,SCG2,NID1,E9PGC8,SCG2,B5MCD7,TBB4B,EPDR1,SCN2A,EMD,S27A1,SCG2,CHDH,TBB4B,IQGA1,CYTC,COMT,FGF1,VATH,SYNJ1,IP3KA,A4,G5E9W7,G5E9W7
B5MCD7,U3KQG5,STMN1,ABI2,SV2B,H0Y858,HN1,SV2B,TPRGL,ATAD1,ABI2,DOC2A,EPDR1,AP2A1,SV2B,FRS1L,NB5R1,AP2A2,SAHH2,VATH,KCC2A,E9PHY5,G5E9W7,ABI2,CHRD1,CRIP2,H7C545
LPPRC,UBP14,LANC2,CCKN,CHDH,RAB6B,GPM6A,CHDH,A0A087WW96,HPCA,PRIO,CYTC,EPHA4,ECI1,CHDH,FGF1,FRS1L,IPO5,DPYL4,HEBP2,RL12,FRS1L,H7C545,FRS1L,CAV1,V9PBN7,CHDH
COMT,V9PBN7,ARP3B,KDSR,FSD1,GLNA,CTBP1,FSD1,SV2B,IQGA1,SYNPO,SYN1,EPS15,IQGA1,FSD1,RL12,PAK1,MAP6,THTR,A4,MAP6,NUMA1,CHDH,TPP1,GNAI1,SYGP1,H7BXD5
PVRL1,VA0D1,U3KQG5,L1CAM,REEP5,REEP5,PPM1F,REEP5,RL12,ECHB,S10AA,CPLX2,FGF1,SRGP3,REEP5,HEBP2,ACTN1,L2GL1,FRS1L,PRP19,CHDH,AP2A1,H7BXD5,ARP3B,E9PHY5,PITH1,CHRD1
AT8A1,VATB2,RTN1,SYUA,PRP19,PRIO,AT8A1,PRP19,FSD1,KCNA1,PAK1,TBB4B,FKB1A,H2AZ,PRP19,CHRD1,DPYL4,KCC2A,ECHA,FKBP5,HEBP2,PGCA,ACOX1,NEGR1,NEUM,CRYL1,SCG2
U3KQG5,VATH,PVRL1,COMT,L2GL1,NECA2,IQGA1,L2GL1,ECHA,DLGP3,MLC1,H2AZ,FKBP5,PVRL1,L2GL1,AHNK,GPM6A,CCKN,NEUM,PGCA,FRS1L,DHB11,SCG2,PLCD1,KCC2A,CHDH,NECA2
FRS1L,VGLU1,LY6H,C9JNY7,ACTN1,2AAA,ATAD1,ACTN1,CHDH,ANXA1,GABR2,UBP14,FRIL,SCG1,ACTN1,THTR,A4,GPM6A,AP2A2,DHB11,PADI2,ARP3B,NECA2,XRCC5,CRIP2,H7C545,AHNK
CHDH,WASF1,VATH,PSIP1,HP1B3,PAK1,SAHH2,HP1B3,ECI1,RAB6B,GFAP,HN1,FRS1L,GFAP,HP1B3,H2AZ,L2GL1,PAK1,SYUA,NUMA1,FKBP5,NECA2,CHRD1,CRYL1,HNRPL,VATH,IQGA1
HP1B3,XRCC5,PGCA,AP2A2,TPRGL,SYNPO,SYN1,TPRGL,PRP19,CD44,FRIL,SYNPO,FSD1,LIPA4,TPRGL,ILK,IF6,VA0D1,PP2BB,CHDH,DHB11,PLCD1,IQGA1,CHDH,ANXA2,ILK,VA0D1
ALDH2,ZNT3,NECA2,GPM6A,PDLI5,AP2A1,UBP14,B5MCD7,L2GL1,HOME1,LANC2,DPP6,G5E9W7,S6A17,PDLI5,CAC1E,CAC1E,H7C545,ARP3B,NECA2,DPYL4,A4,VA0D1,HEBP2,PADI2,SCG2,V9PBN7
PHAR1,SYN1,PLCD1,PGM2L,SRGP3,AGRIN,ITB1,S27A1,ACTN1,HEXB,AHNK,IQGA1,GABR2,PDLI5,SRGP3,HP1B3,H7BXD5,PP2BB,KCC2A,CRYL1,NECA2,FRIL,V9PBN7,PHAR1,RTN1,NECA2,FGF1
SCG1,SV2B,CCKN,A4,AP2A2,TBA1B,Q5JP53,PDLI5,CLH1,NID1,CAN2,CAV1,GFAP,CNTN1,AP2A2,G5E9W7,PITH1,L1CAM,CLH1,FGF1,G5E9W7,COMT,FGF1,VATH,ECI2,AAKB2,EPS15
E7EVA0,RAB6B,SCG1,CRIP2,SEPT5,RTN1,PRAF2,RAP2B,REEP5,IPO5,FSD1,ALDH2,GLNA,TBA1B,SEPT5,IPO5,SCG2,FGF1,S4R371,ILK,AHNK,IPO5,THTR,ACTN1,H7BXD5,ICAM5,ECI1
CAN2,STX1A,H0Y858,SNG3,E9PHY5,ACOX1,NID1,SRGP3,COMT,A0A0C4DGH3,CATD,PPM1F,GNA13,TPRGL,E9PHY5,ECHA,ECHA,ECI1,FKBP5,AHNK,TBB4B,KCC2A,CRYL1,CCKN,PITH1,ECI1,THTR
CAV1,RAP2B,FGF1,EPDR1,RAP2B,HNRPL,S10AA,FKB1A,PDLI5,GUAD,EPHA4,MTAP2,GNAI1,PITH1,RAP2B,PP2BB,COMT,SYNJ1,PPM1F,H7BXD5,ARP3B,CHDH,AAKB2,DPYL4,ALDH2,S10AA,CRYL1
RAP2B,REEP5,KCC2A,PYC,FKB1A,PADI2,GUAD,B5MBY2,SRGP3,HNRPL,ANXA2,TGM2,GPM6A,L2GL1,FKB1A,PLCD1,CRIP2,A0A087WW96,CHRD1,H2AZ,ALDH2,FGF1,PRP19,COMT,MLC1,NAC2,PRP19
DPYL4,RL12,STX1A,GNAI1,B5MBY2,DPP6,HNRPL,TPP1,MLC1,PAK1,FKB1A,SYGP1,GUAD,EPS15,B5MBY2,NUMA1,RTN1,AHNK,MAP6,CAC1E,CAC1E,H2AZ,ECI1,PITH1,K7EKD1,KDSR,AAKB2
SYNJ1,RTN1,H7C545,GNA13,TPP1,GPM6A,PAK1,MOC2B,RAB3A,CRYL1,KCC2A,ANXA1,H0Y858,C9J9K3,TPP1,ARP3B,TPRGL,A4,NECA2,H7C545,ECHA,PP2BB,PP2BB,E9PHY5,COR1A,LANC2,PP2BB
PSIP1,S10AA,PP2BB,SYUB,MOC2B,ALDH2,CRYL1,AAKB2,AP2A2,VGLU1,C9JNY7,E9PGC8,H2A3,G5E9W7,MOC2B,CCKN,FGF1,V9PBN7,G5E9W7,G5E9W7,ILK,ILK,EPS15,MOES,H7C545,NEGR1,E9PDG8
SRGP3,S27A1,ECHA,CAC1E,AAKB2,BCAT1,VGLU1,PGM2L,PP2BB,ZO2,HN1,PRAF2,H2AZ,H7C545,AAKB2,PRP19,PSIP1,PPIF,PADI2,DPYL4,PRP19,ICAM5,E9PDG8,FKBP5,2AAA,AP2B1,PGCA
STAT3,S4R371,CLH1,NRX1A,PGM2L,U3KQG5,ZO2,S6A17,E9PHY5,PRAF2,ECHB,ANXA2,H7BXD5,L1CAM,PGM2L,DHB11,KCNA1,NUMA1,ILK,IPO5,PP2BB,ECHA,PGCA,AP2A1,NUMA1,EPHA4,TPRGL
ILK,S6A17,ECI1,L2GL1,S6A17,CD44,SYPH,PHAR1,RAP2B,SYPH,SAHH2,DLGP3,H7C545,LY6H,S6A17,ECI1,E9PHY5,H7BXD5,ICAM5,L2GL1,SAHH2,CCKN,TPRGL,IQGA1,EPS15,PSIP1,ECHA
PRP19,SAHH2,RL12,ECHB,PHAR1,EPS15,E5RGX5,ZNT3,FKB1A,SH3G3,EPS15,SNG3,HBD,IF6,PHAR1,FKBP5,AHNK,SCG2,TGM2,PSIP1,PPM1F,CAC1E,ECHA,ECI1,FKB1A,PGCA,MLC1
ANXA2,SCG1,A0A087WW96,C9J9K3,ZNT3,H2AZ,SH3G3,AGRIN,ATAD1,KDSR,CIRBP,EMD,HEBP2,CTBP1,ZNT3,PADI2,HEBP2,AAKB2,PRP19,SCG2,H2AZ,H7C545,MLC1,SRGP3,L2GL1,RL12,NRX1A
IPO5,SCG2,COMT,SEPT5,AGRIN,A4,KDSR,AHNK,TPP1,EMD,AAKB2,RAB6B,HEXB,FSD1,AGRIN,TPRGL,V9PBN7,PSIP1,H2AZ,ARP3B,PLCD1,AHNK,NRX1A,PVRL1,SCG2,ECHA,LY6H
SCN2A,SCN2A,STAT3,SRGP3,AHNK,CRYL1,ECI2,COR1A,MOC2B,V9PBN7,H7C545,CD44,HN1,S4R371,AHNK,PSIP1,NRX1A,FSD1,CAV1,TPRGL,CRYL1,DPYL4,PADI2,SCG1,SYNPO,BASP1,FSD1
PGCA,SEPT5,ILK,MOES,COR1A,NUMA1,H7BXD5,PPIF,AAKB2,NUMA1,2AAA,HOME1,HNRPL,HNRPL,COR1A,TBB4B,HN1,ACTN1,IPO5,ECHA,PSIP1,A0A087WW96,LY6H,GFAP,ANXA1,MLC1,C9J9K3
