MORE:Ranker,MOGONET:Ranker,shap,lime,t_test,randomforest_feature_importance,xgb_feature_importance,rf_permutation_feature_importance,xgb_permutation_feature_importance,lasso,ridge,elasticnet,boruta,mannwhitneyu,svm_rfe,mean_rank,min_rank,median_rank,rra_rank,geom.mean_rank,stuart_rank,mra_rank,mean_weight,max_weight,median_weight,geom.mean_weight,ta_weight
TMEM132E-DT,PREX1,ZNF652-AS1,CCDC69,CDK2AP1,PTPRF,DOCK1,CCDC69,CMTM3,PLEKHB1,QDPR,FZD9,AQP6,S100A4,AQP6,MEIS3,SLC4A11,QDPR,CMTM3,RPL29,MEIS3,FZD9,SLC6A12,APLN,PLEKHB1,RPL29,SLC6A12
NPTXR,PRKCG,NRIP2,PTPRF,MCM7,TRIP10,LINC02217,CDK18,CEP83,ERBIN,PLEKHB1,PLEKHB1,ARHGEF37,CARHSP1,ARHGEF37,AQP6,PTPRF,PRELP,RPL29,QDPR,QDPR,QDPR,AQP6,AQP6,AQP6,ASCL1,AQP6
LINC03013,PRKX,ASCL1,ASCL1,KIF5B,NRIP2,PLEKHM2,PRKX,MEIS3,CACNG3,PPDPF,CACNG3,ARK2C,CDK2AP1,ARK2C,ASCL1,PLEKHM2,FZD9,PLEKHB1,ARRDC2,PLEKHB1,PLEKHB1,FZD9,SLC30A3,CACNG3,CDK18,PLEKHM2
HSPB2,PRR13,AIF1L,SLC6A9,GAREM2,KIF5A,PCYOX1L,SLC43A3,SLC5A11,AIF1L,HIGD1B,FFAR4,ARRDC2,MCM7,ARRDC2,ARRDC2,ASCL1,ARRDC2,KLHL5,PLEKHM2,ARRDC2,RPL29,PLEKHM2,SPACA6,MEIS3,LNCBRM,PLEKHB1
CDK18,PRSS16,RPL29,KIF13B,AQP6,SLC6A9,CCDC69,METTL1,COL26A1,CLMN,CLMN,ERBIN,ASCL1,GAREM2,ASCL1,CDK18,CNN3-DT,MID1IP1,FZD9,ASCL1,ASCL1,ASCL1,PLEKHB1,ASCL1,KIF5A,TCF15,ZNF652-AS1
MXI1,PTPRF,SPACA6,YBX2,TRIP10,COL27A1,APLN,CACNG3,SLC44A1,ARK2C,ERBIN,PPDPF,ATF7IP2,ANKRD40,ATF7IP2,PRELP,ANLN,RPL29,ASCL1,PLEKHB1,PLEKHM2,PLEKHM2,ZNF652-AS1,SLC44A1,ERBIN,ARRDC2,ASCL1
ADORA2A,QDPR,CEP83,SLC43A3,SMIM3,RPSAP69,TRIP10,CCNO,AQP6,KIF5A,CMTM3,AIF1L,C22orf46P,AQP6,C22orf46P,PLEKHM2,HIGD1B,PLEKHB1,ARRDC2,FZD9,CDK18,KIF5A,ASCL1,SLC6A9,PLEKHM2,SPACA6,MID1IP1
LINC01007,RASSF2,YBX2,PLEKHM2,SLC4A11,ASCL1,VASP,KIF5A,EZR,FAM107B,APLN,CLMN,CACNG3,PLEKHB1,CACNG3,FZD9,KLHL5,YBX2,CDK18,PRELP,FZD9,HIGD1B,MID1IP1,C22orf46P,CLMN,SLC5A11,TCF15
CHID1,RBP4,NPTXR,CHRNA2,ANLN,CDK18,LINC01007,AQP6,ZBBX,PPDPF,CCDC69,APLN,CARHSP1,CSRP1,CARHSP1,ZNF652-AS1,ARK2C,LINC00926,LINC03013,CDK18,PRELP,SLC6A9,CEDORA,CCDC69,ARK2C,SASH1,CEDORA
AGPAT1,RHOQ,ARRDC2,FANCC,S100A4,MPV17L2,ICAM5,PREX1,PIEZO2,ZNF652-AS1,SMIM10L2B,KIF5A,CASC3,KIF5B,CASC3,RPL29,APLN,CDK18,PLEKHM2,SLC4A11,RHOQ,CACNG3,TCF15,SLC6A12,CCDC69,LINC03013,CLMN
MEIS3,RIPOR3,SLC30A3,TRIP10,APLN,HSPB2,PPDPF,LINC00507,ODC1,FZD9,ARK2C,FAM107B,CCDC69,FOXO4,CCDC69,CDK2AP1,ARRDC2,ZNF652-AS1,MAP4K3-DT,ARK2C,KLHL5,SLC4A11,CLMN,SLC4A11,SLC6A12,PRELP,LNCBRM
SLC4A11,RPL29,SLC5A11,ANLN,QDPR,LNCBRM,PTPRF,RPL29,ASCL1,LNCBRM,PRELP,CCDC69,CCKBR,GIPR,CCKBR,HSPB2,CCDC69,LNCBRM,PRELP,MID1IP1,ZNF652-AS1,ARRDC2,LNCBRM,CDK2AP1,FAM107B,CEDORA,SCG3
HOPX,RPSAP69,C22orf46P,NRIP2,HMGN2,CEP83,LINC03013,IQGAP1,MPV17L2,CCDC69,TEAD2,LGMN,CCNO,MEIS3,CCNO,LNCBRM,MYOT,FFAR4,HMGN2,LINC00926,LINC01485,TRIP10,SCG3,SCG3,DOCK5,LINC00310,FZD9
TMCC3,PHF19,ITPRID2,ZBBX,MYOT,ARRDC2,CSRP1,KANK2,YBX2,YBX2,AIF1L,ARK2C,CDH22,MID1IP1,CDH22,TCF15,FZD9,TRIP10,HSPB2,CDK2AP1,LNCBRM,ARK2C,SPACA6,KIF5A,TEAD2,SCG3,SPACA6
ITPRID2,PADI2,LINC01736,CEACAM16-AS1,ANKRD19P,PRELP,TMEM132E-DT,TGFBR3L,LINC00926,YES1,RIPOR3,TEAD2,CDK18,CPM,CDK18,FFAR4,LNCOC1,PLEKHM2,MPV17L2,CEDORA,ARK2C,ANLN,CDK18,PLEKHM2,SLC5A11,TEAD2,CDK18
QDPR,S100A4,AGPAT1,METTL1,RIPOR3,LINC00310,SLC25A18,TRIP10,KIF13B,CDK2AP1,LINC00507,CDK2AP1,CDK2AP1,LINC00926,CDK2AP1,OR7E14P,LINC01485,METTL1,ZNF652-AS1,ZNF652-AS1,HSPB2,PRELP,ARRDC2,S100A4,ZNF652-AS1,ERBIN,ARRDC2
PRKCG,OR7E14P,COL27A1,SCN3B,ANKRD40,PREX1,TNS3,IP6K3,LINC01664,PRELP,LGMN,ZNF652-AS1,CEACAM16-AS1,QDPR,CEACAM16-AS1,LINC01485,PRELP,LINC03013,LNCBRM,LINC01485,MCM7,NRIP2,HSPB2,RPL29,ASCL1,ARK2C,HSPB2
HMG20B,MARCHF8,LINC03013,TCF15,PREX1,CSRP1,MTMR10,WNT10B,EMD,FFAR4,FAM107B,YBX2,CEDORA,ISYNA1,CEDORA,HMGN2,CEP83,SLC30A3,ARK2C,ANLN,NRIP2,CEP83,ARK2C,HIGD1B,LNCBRM,MID1IP1,ARK2C
LINC00515,MAST3,SLC4A11,SLC6A12,MID1IP1,LINC01736,MEIS3,PHYHIP,TIMELESS,TEAD2,SLC5A11,LNCBRM,CELF6,A2ML1,CELF6,CEDORA,SPACA6,SPACA6,ZBBX,AGPAT1,HMGN2,CEDORA,FAM107B,PTPRF,SLC30A3,YBX2,FAM107B
TGFBR3L,MCM7,SCG3,FZD9,FAM107B,PLEKHB1,SLC5A11,A2ML1,CLMN,HOPX,KIF5A,PRELP,CEP83,C22orf46P,CEP83,ERBIN,DOCK5,SCG3,SPACA6,SLC6A9,ANLN,CSRP1,ERBIN,PRELP,YBX2,AIF1L,ERBIN
HSPA2,MEIS3,WSCD1,LINC00926,RPSAP69,PHYHIP,INPPL1,INPPL1,HSPB2,MEIS3,SLC44A1,RIPOR3,CHID1,HMGN2,CHID1,SASH1,MCM7,SLC43A3,RHOQ,KLHL5,CDK2AP1,YBX2,LINC01485,PPDPF,LINC01485,MPV17L2,LINC01485
SLC25A48,METTL1,MAST3,PHF19,CMTM3,FANCC,LINC00515,DBI,LINC01485,METTL1,TMCC3,CHRNA2,CHRNA2,CNN3-DT,CHRNA2,CARHSP1,LINC03013,CDK2AP1,MCM7,TRIP10,LINC03013,AIF1L,PRELP,KLHL5,HIGD1B,FAM107B,PRELP
AQP6,MID1IP1,AQP6,LINC03013,LINC01007,HMG20B,PHYHIP,PIEZO2,SLC25A48,CHRNA2,LNCBRM,TMCC3,CLMN,MAP4K3-DT,CLMN,MCM7,SLC6A9,ASCL1,MID1IP1,MCM7,MID1IP1,MID1IP1,NRIP2,CNN3-DT,TCF15,HSPB2,NRIP2
WSCD1,MPV17L2,PHF19,A2ML1,SMTN,IQGAP1,FZD9,FFAR4,CNN3-DT,RASSF2,ARRDC2,RASSF2,CMTM3,RPSAP69,CMTM3,SPACA6,CEDORA,HSPB2,YBX2,FFAR4,TCF15,LINC00926,SASH1,CMTM3,SLC4A11,SLC30A3,SASH1
IP6K3,MRAS,KIF5A,LINC00310,SLC25A48,SASH1,ARHGEF37,WSCD1,SCG3,ARRDC2,PCYOX1L,METTL1,CNN3-DT,ANKRD19P,CNN3-DT,MPV17L2,PLK2,ERBIN,TRIP10,LNCBRM,CEDORA,S100A4,TEAD2,CSRP1,CDK2AP1,FFAR4,TEAD2
DYNC1LI2,MRGPRF,HMG20B,FOXO4,MXI1,LINC03013,CDK18,CEACAM16-AS1,OR7E14P,LGMN,SASH1,ARRDC2,COL26A1,ODC1,COL26A1,TEAD2,TCF15,OR7E14P,SASH1,HIGD1B,OR7E14P,CLMN,SLC30A3,ODC1,PRELP,CLMN,SLC30A3
SLC38A2,MTMR10,MID1IP1,GAREM2,FFAR4,KIF5B,RBP4,GPER1,RPL29,TMCC3,SYT5,SCG3,COL27A1,PREX1,COL27A1,SLC5A11,CDK18,ANLN,LINC00926,SPACA6,LINC00926,AGPAT1,METTL1,NRIP2,KLHL5,CMTM3,METTL1
COL27A1,MXI1,PHYHIP,ARHGEF37,RBP4,C22orf46P,CEP83,YES1,DYNC1LI2,SLC6A12,SLC30A3,SLC5A11,CPM,PTPRF,CPM,NRIP2,MID1IP1,SLC4A11,TCF15,LINC03013,SPACA6,CDK2AP1,DOCK5,MXI1,FFAR4,METTL1,DOCK5
ERI3,MYOT,LINC00926,GIPR,PRKCG,SLC43A3,GPER1,ZCCHC17,ANLN,APLN,YBX2,LINC00507,CSRP1,SLC43A3,CSRP1,TRIP10,LINC00926,CEDORA,SLC4A11,CEP83,SLC4A11,ZNF652-AS1,SLC5A11,MEIS3,METTL1,CDK2AP1,SLC5A11
FZD9,NDE1,QDPR,OR7E14P,ITPKB,FZD9,MRAS,WBP2,CDH22,ITPRID2,RASSF2,SYT5,DBI,SMIM3,DBI,MID1IP1,CARHSP1,RIPOR3,LINC01485,YBX2,ERBIN,TEAD2,CACNG3,MAST3,SCG3,ZBBX,CARHSP1
ZBBX,NPTXR,CDK18,ZNF652-AS1,CDK18,ZNF652-AS1,EZR,SLC25A18,ITPRID2,OLMALINC,SCG3,SLC30A3,DNAJC18,CDK18,DNAJC18,LINC00926,IQGAP1,SASH1,OR7E14P,NRIP2,MPV17L2,LNCBRM,CARHSP1,LNCBRM,LINC00507,ITPRID2,CACNG3
LINC01736,NRIP2,MPV17L2,GLI1,FOXO4,QDPR,ADIPOR2,EZR,LNCBRM,LINC00507,CDK2AP1,HOPX,DOCK1,MYOT,DOCK1,LINC03013,WSCD1,RPSAP69,DOCK5,ERBIN,SASH1,FAM107B,HIGD1B,LINC03013,CHRNA2,NRIP2,FFAR4
LDLRAP1,NRXN3,METTL1,ATF7IP2,OR7E14P,S100A4,FANCC,MCM7,RBP4,CARHSP1,ZNF652-AS1,YES1,DOCK5,FAM107B,DOCK5,SCG3,C22orf46P,CARHSP1,HIGD1B,CARHSP1,TRIP10,SLC5A11,SLC4A11,LINC00926,RASSF2,KIF13B,HIGD1B
COL26A1,NUMBL,DOCK1,ZNF704,ISYNA1,ANLN,SPACA6,ARHGEF37,QDPR,SCG3,TCF15,OLMALINC,DYNC1LI2,NDE1,DYNC1LI2,YBX2,FFAR4,TCF15,KIF13B,TCF15,CARHSP1,LINC01485,FFAR4,CARHSP1,ARRDC2,HMGN2,ZBBX
PRKX,ODC1,HIGD1B,LINC02552,KIF5A,ICAM5,ERBIN,ZNF704,NDE1,RIPOR3,CHRNA2,ITPRID2,ELP2,MAP4K4,ELP2,FAM107B,NDE1,YES1,TEAD2,CSRP1,FFAR4,LINC03013,ZBBX,MCM7,AIF1L,HIGD1B,MPV17L2
PHYHIP,OGA,KIF13B,QDPR,LINC01736,PRKCG,RPSAP69,TMCC3,FFAR4,LINC00310,PHF19,SLC44A1,EMD,LINC01007,EMD,ANLN,CSRP1,HMGN2,CARHSP1,SLC5A11,SLC6A9,CHRNA2,MPV17L2,GAREM2,KIF13B,PHF19,AIF1L
MID1IP1,OLMALINC,NDE1,TAC3,OLMALINC,FFAR4,TEAD2,PLEKHB1,TGFBR3L,HSPA2,METTL1,PCYOX1L,ERBIN,CMTM3,ERBIN,ZBBX,HMG20B,LINC01736,SLC6A9,HSPB2,MAP4K3-DT,FFAR4,YBX2,ANKRD40,HOPX,CARHSP1,SLC4A11
SH2D5,OR7A5,PREX1,HIGD1B,CELF6,OR7E14P,SASH1,GAREM2,APLN,TCF15,HOPX,TCF15,ERFE,TRIP10,ERFE,METTL1,LINC01736,SLC6A9,NRIP2,TEAD2,YBX2,METTL1,AIF1L,PLEKHB1,SPACA6,OR7A5,LINC00507
ICAM5,RUSF1,CMTM3,TIMELESS,PTPRF,HMGN2,SAMD4A,TGFB1I1,SEPTIN5,SLC5A11,SLC25A18,MEIS3,ERI3,ATF7IP2,ERI3,RHOQ,MXI1,MPV17L2,ERBIN,S100A4,AGPAT1,MCM7,LINC00507,KIF5B,YES1,PCYOX1L,LINC00926
KANK2,SAMD4A,SLC38A2,IP6K3,ERBIN,SPACA6,ITPKB,PLK2,TRIP10,ATF7IP2,PRKCG,LINC03013,EZR,RIPOR3,EZR,KIF13B,ISYNA1,SLC5A11,CEDORA,SLC30A3,TEAD2,CDK18,LINC00926,FOXO4,TMCC3,MCM7,RIPOR3
KIF5A,ADIPOR2,CLMN,PADI2,SLC43A3,AGPAT1,LNCOC1,OR7E14P,NPTXR,SLC44A1,KIF5B,SASH1,FAM107B,CEDORA,FAM107B,RIPOR3,ODC1,KIF5B,CDK2AP1,CLMN,HIGD1B,KIF5B,RIPOR3,TRIP10,NRIP2,LDLRAP1,CDK2AP1
LINC02217,TCF15,PLEKHB1,CDH22,A2ML1,ATF7IP2,CEDORA,PRELP,AIF1L,SYT5,LINC03013,SLC6A12,FANCC,KCNJ10,FANCC,CEP83,CDK2AP1,ITPRID2,CACNG3,RHOQ,SCG3,SCG3,CDK2AP1,SMIM3,ITPRID2,PLK2,LINC00310
LNCBRM,TGFB1I1,RHOQ,ANKRD40,DOCK1,MAST3,SLC30A3,NRXN3,FLT3LG,HSPB2,ADORA2A,PHF19,FFAR4,OR7E14P,FFAR4,SLC6A9,SLC30A3,FAM107B,FFAR4,FAM107B,ZBBX,ODC1,LINC00310,GIPR,OLMALINC,SLC25A18,YBX2
MTMR10,TGFBR3L,ERFE,SASH1,CPM,LINC00926,PLEKHB1,OGA,ADORA2A,SLC30A3,SPACA6,ADORA2A,FLT3LG,CEACAM16-AS1,FLT3LG,SLC4A11,TMEM107,C22orf46P,SCG3,SCG3,CEP83,PREX1,CEP83,MID1IP1,SASH1,LINC01485,OR7E14P
TNS3,TIMELESS,ANKRD40,DBI,MTMR10,FOXO4,SLC43A3,ERBIN,CDK2AP1,ZBBX,YES1,SMIM10L2B,FOXO4,KANK2,FOXO4,LINC00310,CACNG3,LINC00310,SLC5A11,CACNG3,SLC5A11,PHYHIP,OR7E14P,CPM,ANLN,CHRNA2,PHF19
YES1,TMCC3,OR7E14P,OR7A5,HSPB2,ITPKB,ANLN,HSPB2,ATF7IP2,COL26A1,SCN3B,HMGN2,FZD9,ERBIN,FZD9,ARK2C,PLEKHB1,ZBBX,CEP83,DOCK5,KIF13B,C22orf46P,PHF19,ISYNA1,HSPB2,OR7E14P,HMGN2
ANLN,TMEM107,PNMA5,COL27A1,ODC1,ANKRD19P,LNCBRM,HMGN2,PRSS16,PLK2,OLMALINC,SLC25A18,GAREM2,MTMR10,GAREM2,C22orf46P,KCNJ16,CHRNA2,AGPAT1,MPV17L2,DOCK5,SLC30A3,KLHL5,A2ML1,ZBBX,RIPOR3,RHOQ
LINC01664,TMEM132E-DT,ADORA2A,RPSAP69,NDE1,MCM7,OR7A5,DOCK1,LINC03013,PCYOX1L,ISYNA1,COL26A1,GIPR,PLEKHM2,GIPR,CSRP1,S100A4,TEAD2,CSRP1,METTL1,FAM107B,SPACA6,HMGN2,HMGN2,TRIP10,RHOQ,CEP83
CCNO,TMEM59L,ITPKB,LINC01485,MAP4K4,DBI,SLC25A48,S100A4,CEDORA,LINC03013,SMTN,LINC00310,GLI1,FFAR4,GLI1,SLC30A3,ZNF652-AS1,HOPX,ANLN,AIF1L,RIPOR3,LINC00507,RHOQ,MYOT,PHF19,IQGAP1,SLC43A3
PRSS16,TNS3,LDLRAP1,GPCPD1,SASH1,TMEM59L,SMIM3,RIPOR3,MAP4K3-DT,LDLRAP1,WNT10B,HSPB2,GPCPD1,DOCK1,GPCPD1,CLMN,DOCK1,ATF7IP2,SLC25A18,HMGN2,CSRP1,SLC43A3,SLC43A3,MAP4K3-DT,SCN3B,SAMD4A,KLHL5
KIF13B,TRIP10,RPSAP69,HMG20B,C22orf46P,GAREM2,WSCD1,CCKBR,C22orf46P,ADORA2A,CSRP1,SCN3B,GPER1,IQCK-AS1,GPER1,SLC25A18,ERBIN,AGPAT1,METTL1,C22orf46P,CLMN,RPSAP69,LINC03013,RPSAP69,CARHSP1,OLMALINC,PIEZO2
MARCHF8,VASP,MRGPRF,CARHSP1,MPV17L2,ZNF704,DBI,HOPX,YES1,OR7A5,ANKRD19P,CARHSP1,HIGD1B,ITPKB,HIGD1B,SLC43A3,TRIP10,PHF19,RIPOR3,SASH1,METTL1,ITPRID2,PIEZO2,ANKRD19P,COL26A1,DOCK5,KIF13B
SCN3B,VEZF1,ISYNA1,PRELP,CASC3,LY86-AS1,CCKBR,PCYOX1L,LY86-AS1,SASH1,ITPRID2,PLK2,HMG20B,TCF15,HMG20B,AGPAT1,NRIP2,LINC01485,LDLRAP1,OR7E14P,SLC25A18,MPV17L2,ODC1,PREX1,CEP83,SLC44A1,ODC1
APLN,VSTM2L,EMD,PLEKHB1,HOPX,RHOQ,ERFE,SCN3B,ARRDC2,DNAJC18,HSPA2,SPACA6,HMGN2,FLT3LG,HMGN2,MAP4K3-DT,LINC02217,MCM7,CLMN,SLC43A3,LINC00310,CARHSP1,CHRNA2,SLC43A3,RIPOR3,HSPA2,KIF5B
CNN3-DT,WBP2,CHRNA2,MAST3,HSPA2,VASP,NRXN3,MYOT,CCDC69,ASCL1,HSPB2,HSPA2,HOPX,KIF5A,HOPX,S100A4,KIF5B,CLMN,SLC30A3,RIPOR3,CACNG3,YES1,KIF13B,CDK18,LINC00926,ZNF704,ISYNA1
MAP4K3-DT,WNT10B,LINC02217,RIPOR3,PADI2,CACNG3,YES1,IQCK-AS1,HMGN2,PHF19,SLC6A12,CCNO,HPCA,LINC01736,HPCA,LINC00507,ITPKB,ZNF704,SMIM3,ODC1,SLC30A3,TCF15,CSRP1,FAM107B,HMGN2,HOPX,YES1
EZR,WSCD1,HSPB2,MPV17L2,KCNJ10,GLI1,ASCL1,TNS3,FANCC,HMGN2,TGFBR3L,ATF7IP2,HSPA2,MXI1,HSPA2,AIF1L,SAMD4A,ISYNA1,LINC00310,CHRNA2,C22orf46P,ERBIN,KIF5B,NDE1,CDK18,TNS3,S100A4
SMIM10L2A,YBX2,SMTN,PRSS16,SLC25A18,YBX2,LINC01736,DYNC1LI2,SLC6A9,TGFB1I1,CARHSP1,ANKRD19P,HSPB2,GLI1,HSPB2,ISYNA1,PRKX,PCYOX1L,SLC43A3,ZBBX,AIF1L,RIPOR3,ISYNA1,MAP4K4,LINC00310,COL26A1,OR7A5
TGFB1I1,YES1,LNCBRM,CDK2AP1,ICAM5,LINC00515,OGA,SLC6A9,TEAD2,CDK18,PLK2,LDLRAP1,ICAM5,LNCBRM,ICAM5,ODC1,GAREM2,SLC25A18,OR7A5,ISYNA1,S100A4,HSPB2,YES1,LINC01007,MPV17L2,ATF7IP2,OLMALINC
OLMALINC,ZBBX,TRIP10,AGPAT1,SCN3B,SLC5A11,LINC00507,SYDE1,PPDPF,MPV17L2,LINC00310,MPV17L2,INPP5D,HOPX,INPP5D,CHRNA2,SLC5A11,CPM,CPM,KIF13B,SLC43A3,LINC01736,TRIP10,RIPOR3,EZR,ADORA2A,SCN3B
DOCK1,ZCCHC17,FAM107B,LINC01007,COL26A1,ITPRID2,MRGPRF,SLC38A2,IQGAP1,SPACA6,COL26A1,KIF5B,INPPL1,KIF13B,INPPL1,PCYOX1L,SCG3,FOXO4,FAM107B,LINC00507,SMIM3,TMCC3,S100A4,ATF7IP2,LINC03013,CPM,LDLRAP1
RPL29,ZNF441,LINC00515,C22orf46P,SLC5A11,ZBBX,ADRA1D,SMIM3,PLXNB1,ZNF704,HMGN2,GPER1,IP6K3,CELF6,IP6K3,SMIM3,PCYOX1L,NRIP2,CDH22,KIF5B,LDLRAP1,PHF19,OR7A5,CEDORA,RBP4,FLT3LG,PADI2
ISYNA1,ZNF652-AS1,TGFB1I1,TEAD2,SYDE1,CHRNA2,SYDE1,SCN2B,RHOQ,CPM,EMD,ZBBX,IQCK-AS1,SPACA6,IQCK-AS1,EZR,AIF1L,LINC00507,OLMALINC,IQGAP1,EZR,SLC44A1,OLMALINC,KCNJ10,ADORA2A,PIEZO2,TRIP10
SCN2B,TEAD2,LINC02552,DYNC1LI2,IQGAP1,KCNJ10,HOPX,SLC6A12,ADIPOR2,SCN3B,CCNO,PRKCG,IQGAP1,CASC3,IQGAP1,ITPRID2,SLC43A3,ANKRD19P,EZR,RPSAP69,ISYNA1,NDE1,SCN3B,OR7E14P,PLK2,MAP4K3-DT,CSRP1
NRXN3,TAC3,ADRA1D,CCKBR,GLI1,NPTXR,C22orf46P,ZNF441,ADRA1D,CCNO,EZR,ASCL1,ISYNA1,ZCCHC17,ISYNA1,ATF7IP2,METTL1,KIF13B,ISYNA1,LINC01736,OR7A5,OR7E14P,LDLRAP1,CEACAM16-AS1,SLC44A1,LNCOC1,HOPX
PRR13,SASH1,MAP4K3-DT,FFAR4,CEDORA,CEACAM16-AS1,ZNF652-AS1,MAST3,CARHSP1,TGFBR3L,RBP4,TGFBR3L,ITPKB,RBP4,ITPKB,HIGD1B,KIF13B,CSRP1,AIF1L,LINC00310,IQGAP1,SASH1,PADI2,KANK2,SLC6A9,YES1,MCM7
SLC25A18,SYT5,ZNF704,KCNJ10,KANK2,PHF19,HMGN2,ATF7IP2,KANK2,ERFE,RUSF1,KIF13B,ITPRID2,SASH1,ITPRID2,PHF19,CLMN,S100A4,RPSAP69,ITPRID2,CHRNA2,GAREM2,HOPX,ERBIN,FANCC,GPER1,ANLN
KCNJ10,SCG3,TCF15,TNS3,PLEKHM2,TCF15,NRIP2,CHRNA2,KCNJ10,MCM7,ODC1,CPM,KANK2,HMG20B,KANK2,HOPX,COL26A1,SCN3B,C22orf46P,PCYOX1L,LNCOC1,HMGN2,MCM7,MTMR10,CSRP1,LGMN,SAMD4A
DBI,SCN2B,YES1,CEDORA,SMIM10L2A,SMIM3,MID1IP1,PRR13,DOCK5,FLT3LG,ICAM5,TGFB1I1,KCNJ10,LINC01664,KCNJ10,IQGAP1,YBX2,ITPKB,S100A4,YES1,ICAM5,DOCK5,ANLN,FFAR4,SYT5,NRXN3,MXI1
HIGD1B,SCN3B,HMGN2,PNMA5,HPCA,TMEM132E-DT,FLT3LG,MXI1,CPM,NRXN3,MRAS,ZNF704,KCNJ16,SMIM10L2A,KCNJ16,OR7A5,LNCBRM,ODC1,LINC02552,SLC25A18,CPM,A2ML1,SAMD4A,SMTN,C22orf46P,ERFE,TMCC3
SPACA6,SEPTIN5,VASP,SLC38A2,TIMELESS,KIF13B,LINC01485,CELF6,HOPX,LINC00515,MPV17L2,WBP2,KIF13B,SLC25A18,KIF13B,RPSAP69,COL27A1,RHOQ,ATF7IP2,SLC44A1,PLK2,ATF7IP2,MXI1,DOCK1,HSPA2,LINC00515,SMTN
