MORE:Ranker,MOGONET:Ranker,shap,lime,t_test,randomforest_feature_importance,xgb_feature_importance,rf_permutation_feature_importance,xgb_permutation_feature_importance,lasso,ridge,elasticnet,boruta,mannwhitneyu,svm_rfe,mean_rank,min_rank,median_rank,rra_rank,geom.mean_rank,stuart_rank,mra_rank,mean_weight,max_weight,median_weight,geom.mean_weight,ta_weight
CBL,PHAR1,L1CAM,PPT1,NT5C,AP2A2,UNC5A,CEP19,CEP19,FKBP5,RPRM,BCAT1,AGRIN,OTUD4,CSNK2A2,PPT1,AP2A1,C19orf48P,MAFG,KLHL1,SNTB2,NTN5,HBD,STAU1,CIRBP_x,HBD,HBD
PHF23,PGM2L,GPM6A,IRF2-DT,BICD2,BRD9,FRIL,CSNK2A2,CSNK2A2,LYAG,GPM6A,OGA,AHNK,ANKRD52,STAU1,PNPLA6,CYTC,IRF2-DT,E9PIM6,PCP,PCP,ASAH1,PCP,FAM171A2,L1CAM,GPM6A,PCP
NEUM,PGBD5,HUS1,CDK8,ANKRD11,CBL,GPM6A,STAU1,ARHGAP35,KLHL1,CNTN1,CXA1,AHSA1,SNTB2,FAM171A2,LRRN2,TTC23-AS1,KLHL1,LRRN2,LIPA4,PNPLA6,CBL,SNTB2,RHOT1,OGA,CHRD1,KLHL1
CCT5,A0A087WW96,BRD9,SNTB2,SNTB2,SNTB2,GLNA,FAM171A2,MLLT3,ARHGAP19-SLIT1,PPT1,FKBP5,ALDH2,LOC105376654,RHOT1,XPA,TRAPPC6A,OTUD4,PCP,PNPLA6,MAFG,ARHGAP35,KLHL1,DUSP19,BCAT1,H0Y858,SNTB2
ZO2,PFKP,NTN5,CIRBP_x,NTN5,LRRC57,CIRBP_x,RHOT1,OTUD4,MOC2B,FKBP5,ASAH1,ANKMY1,MAFG,DUSP19,BRD9,KIF3C,PNPLA6,PNPLA6,FPGS,LRRN2,LIPA4,PNPLA6,PIK3R2,E9PIM6,ARHGAP19-SLIT1,PNPLA6
POLG,PDS5A,SLC38A2,XPA,ANKRD52,TRAPPC6A,SLC38A2,DUSP19,PPP6R1,IF6,CIRBP_x,E7EVA0,ANKRD11,ARHGAP35,PIK3R2,USP35,PCP,PCP,XPA,OTUD4,LIPA4,L1CAM,STAT3,CMTM4,ARHGAP19-SLIT1,ANKRD11,BCAT1
PPIF,PDLI5,TTBK1,MAFG,CBL,ZNF596,CHRD1,PIK3R2,LINC02607,CXA1,L1CAM,IF6,ANKRD52,KIF21B,CMTM4,LINC03072,STAT3,LIPA4,IRF2-DT,HUS1,XPA,REEP5,TTBK1,GID4,ASAH1,CIRBP_x,STAT3
GPR63,PCP,CIRBP_x,NTN5,CZIB,TTC23-AS1,E9PIM6,CMTM4,ARMCX2,PNPLA6,REEP5,CIRBP_x,ANXA1,ADCY9,GID4,HUS1,ARHGAP35,LRRN2,OTUD4,ADCY9,OTUD4,OTUD4,L1CAM,YARS2,CXA1,E9PIM6,TTBK1
SNTB2,PARLP2,IRF2-DT,ACTN1_x,OTUD4,EFNB2,IRF2-DT,GID4,CIRBP_x,OGA,AP2B1,RPRM,ANXA2,ARL10,YARS2,TTBK1,ANKRD52,CBL,HUS1,HBD,ADCY9,IRF2-DT,OGA,ACTN1_x,FKBP5,C19orf48P,OGA
CSNK2A2,PAN3-AS1,C19orf48P,ECI1,NCAM1-AS2,C9JNY7,RSPO3,YARS2,GNPNAT1,NTN5,IF6,PNPLA6,AP1M1,APOM,ACTN1_x,ADCY9,FPGS,NCAM1-AS2,TTBK1,MAFG,BRD9,OGA,IF6,TMEM147-AS1,PNPLA6,TTBK1,L1CAM
FKB1A,PAK1,AP2A1,FPGS,ASB16-AS1,OTUD4,XPA,ACTN1_x,DUSP19,CNTN1,HEBP2,LYAG,AP2A1,SLC5A3,TMEM147-AS1,OTUD4,HBD,LINC02607,CBL,CBL,FPGS,FPGS,ASAH1,RABIF,PCP,L1CAM,IF6
FGFR1OP2,PADI2,FRIL,AP2A1,CHD3,MAFG,BRD9,TMEM147-AS1,STAU1,ZMAT1,AHNK,CNTN1,AP2A2,RAPGEF1,RABIF,SNTB2,TTBK1,H0Y858,L1CAM,XPA,CBL,APOM,BCAT1,PFKP,E7EVA0,XPA,ASAH1
MAPK13,PACN1,KCNK2,H7BXD5,ARHGAP19-SLIT1,ANKRD11,C9JNY7,RABIF,RABIF,E7EVA0,PGCA,V9PBN7,AP2B1,ARSK,PFKP,KCNK2,PPT1,ADCY9,KCNK2,BRD9,HUS1,FKBP5,XPA,PHF23,XPA,USP35,XPA
GOLPH3,OTUD4,ANKRD52,ARHGAP19-SLIT1,S100B,ACTN1_x,CAC1E,PFKP,FAM171A2,GLNA,E9PHY5,ARHGAP19-SLIT1,APOM,TRAPPC6A,NUDT9,FPGS,SAP130,ACTN1_x,LIPA4,IRF2-DT,HBD,BRD9,RPRM,MLLT3,TTBK1,CATD,RPRM
HEXIM1,PNRC2,XPA,GPR199P,ARSK,APOM,CSNK2A2,NUDT9,RHOT1,PGCA,E9PIM6,KLHL1,ARG2,LINC03072,PHF23,NCAM1-AS2,MLLT3,HUS1,BRD9,LRRN2,IRF2-DT,ZMAT1,E7EVA0,ADCY9,IF6,CAC1E,E7EVA0
PRICKLE2,POLG,MAFG,ANKRD11,RN7SL832P,GPR63,CATD,PARLP2,PHF23,MIOS-DT,ANKRD52,MOC2B,ARHGAP19-SLIT1,CHD3,ADCY9,GOLPH3L,APOM,ARHGAP35,NCAM1-AS2,ASAH1,TTBK1,CNTN1,LYAG,ORAI2,KLHL1,LRRN2,MOC2B
FOXK2,PON2,CAC1E,EPS15,IRF2-DT,HUS1,EPDR1,ADCY9,PIK3R2,HEBP2,ARHGAP19-SLIT1,GPM6A,ARHGAP35,NPEPPS,MAFG,H0Y858,LRRC57,USP35,ZMAT1,ZMAT1,NCAM1-AS2,HUS1,GPM6A,PARLP2,FPGS,FRIL,CXA1
FRS1L,PP2BB,CHRD1,SH3G3,BRD9,ANKRD52,MLC1,MAFG,CMTM4,DHB11,BCAT1,HEBP2,ARL10,NTN5,KLHL1,MAFG,OTUD4,LYAG,LYAG,ARHGAP35,LINC03072,E7EVA0,CNTN1,ASB16-AS1,RPRM,IF6,GLNA
TMEM243,RAP1GAP2,HBD,SMIM14-DT,ARL10,SNX16,PPT1,KLHL1,GID4,SH3G3,ARG2,H0Y858,ARMC9,ASB16-AS1,ASB16-AS1,SAP130,NTN5,ASB16-AS1,FPGS,TRAPPC6A,ASAH1,CXA1,MOC2B,CCT5,LYAG,OGA,REEP5
LRRN2,RANBP9,MC4R,CHD3,MAFG,RSPO3,PGBD5,ASB16-AS1,YARS2,PCP,V9PBN7,SAP130,ARMCX2,BICD2,CCT5,CBL,XPA,BRD9,ADCY9,BLTP2,USP35,XPA,CXA1,MAST2,REEP5,CXA1,AP2A1
PLCD1,RALBP1,SYNJ1,PCP,MBD1,LINC02607,PNPLA6,CCT5,ACTN1_x,V9PBN7,C19orf48P,USP35,ARP3B,BRD9,TCF20,ACTN1_x,BCAT1,MAST2,USP35,APOM,TRAPPC6A,KLHL1,GLNA,ING1,CNTN1,LYAG,HEBP2
DPP6,RABIF,GLNA,GOLPH3L,SCN3A,ADCY9,C19orf48P,MAST2,NUDT9,GPM6A,LYAG,GLNA,ARSK,IRF2-DT,MAST2,FILIP1L,PPP6R1,GLNA,CHD3,TTBK1,L1CAM,IF6,REEP5,CNOT4,HEBP2,AP2A1,CNTN1
VATH,RAB6B,USP35,XRCC5,KIF21B,MBD1,NTN5,ING1,BRPF3,AAKB2,SLC35F3,AP2B1,ASAH1,MBD1,ING1,SLC38A2,PNPLA6,KCNK2,HBD,RSPO3,BLTP2,MAFG,AP2A1,SNX27,SH3G3,SNTB2,H0Y858
UBAP1,RAB3A,MLC1,HEBP2,ADCY9,MAST2,H0Y858,CNOT4,ADCY9,CHRD1,PLPBP,ANKRD11,ASB16-AS1,S100B,CNOT4,TRAPPC6A,BLTP2,SAP130,GPM6A,L1CAM,KCNK2,CHD3,HEBP2,GOLPH3,CHD3,ASAH1,IRF2-DT
TRIO,Q5JP53,CATD,ZNT3,RAPGEF1,CHD3,L1CAM,SNX27,GOLPH3,H0Y858,ASAH1,PVRL1,AT8A1,CZIB,SNX27,BLTP2,CAC1E,LOC105376654,SRRM2-AS1,BCAT1,ARHGAP35,GPM6A,FKBP5,LRRC57,IRF2-DT,E7EVA0,SH3G3
E9PDG8,PYC,SH3G3,TRAPPC6A,HUS1,AP2A1,MC4R,GOLPH3,MAFG,AP2B1,LRRN2,DHB11,ATAD1,NCAM1-AS2,GOLPH3,LYAG,RSPO3,MC4R,GOLPH3L,LYAG,ZMAT1,BCAT1,SH3G3,LOC105376654,HEXB,HEBP2,FKBP5
HEBP2,PVRL1,C9JNY7,E9PDG8,ARHGAP35,RANBP9,MAFG,LRRC57,KLHL1,LY6H,KCNA1,AHNK,ATP1B3,CNOT4,LRRC57,MAST2,ARL10,TRIO,APOM,LINC03072,APOM,RSPO3,H0Y858,EFNB2,LRRC57,MOC2B,EFNB2
NHSL3,PSIP1,LRRN2,OTUD4,LRRN2,CDK8,SYNJ1,LOC105376654,ASB16-AS1,HP1B3,SAP130,MIOS-DT,B5MBY2,NT5C,LOC105376654,SRRM2-AS1,E7EVA0,EFNB2,LINC02607,SAP130,REEP5,ASB16-AS1,FPGS,SIMC1,ING1,SLC38A2,FPGS
INKA2,PRP19,UNC5A,AT8A1,GPR199P,KLHL1,KCNK2,EFNB2,CCT5,NEGR1,PNPLA6,KCMF1,B5MCD7,GPR199P,EFNB2,LIPA4,EFNB2,MIOS-DT,LINC03072,LOC105376654,SAP130,PCP,LRRN2,CRKL,AT8A1,IRF2-DT,USP35
ATP1B3,PRKAB1,H0Y858,ARMCX2,TMEM123-DT,VA0D1,HBD,SIMC1,TCF20,SEPT5,NCAM1-AS2,CHRD1,BAG2,KLHL1,SIMC1,IRF2-DT,CBL,GOLPH3L,ASAH1,STAT3,ACTN1_x,PNPLA6,SAP130,CBL,FRIL,CNTN1,SAP130
E9PS17,PRIO,LIPA4,IF6,TTC23-AS1,BCAT1,LRRN2,CRKL,MAST2,AP2A2,SEPTIN7-DT,NSMCE3,BASP1,CMTM4,CRKL,ASAH1,LINC02607,XPA,H0Y858,ACTN1_x,GPM6A,ACTN1_x,IRF2-DT,NCAM1-AS2,IQGA1,REEP5,GPM6A
HNRPL,PRICKLE2,KLHL1,FILIP1L,SEPTIN7-DT,PCP,LIPA4,CBL,ING1,PON2,RN7SL832P,PGCA,BCAT1,CGGBP1,CBL,MIOS-DT,REEP5,TTC23-AS1,STAT3,NCAM1-AS2,AP2A1,GLNA,EFNB2,SNTB2,GPM6A,BRD9,EPDR1
CREB3L4,PRDX6,TBA1B,CCT8,FBXO24,NCAM1-AS2,USP35,NCAM1-AS2,CNOT4,SRGP3,HN1,RN7SL832P,BICD2,E9PIM6,NCAM1-AS2,RSPO3,LINC03072,FILIP1L,ARHGAP35,AP2A1,H0Y858,ADCY9,USP35,BRPF3,GLNA,FKBP5,LYAG
LY6H,PRAF2,PGBD5,TPRGL,TCF20,LIPA4,KLHL1,SNTB2,SNX27,PDLI5,RAB3A,LRRN2,BLTP2,FILIP1L,SNTB2,TOP1,BICD2,LINC03072,BLTP2,LINC02607,LYAG,LYAG,SLC38A2,UNC5A,MLC1,PGCA,LRRN2
E9PIM6,PPT1,CSNK2A2,SRGP3,MSL1,STAU1,TBA1B,BRPF3,LRRC57,TPRGL,CRYL1,PCP,BRD9,USP35,BRPF3,LINC02607,ARMCX2,NUDT9,ACTN1_x,OGA,STAT3,MBD1,G5E9W7,MON1A,XRCC5,BCAT1,LOC105376654
MAFG,PPP6R1,ARSK,SNX16,CMTM4,SLC38A2,PDLI5,UNC5A,MIOS-DT,ACTN1_y,ABI2,CRYL1,BRPF3,TTC23-AS1,UNC5A,CATD,LOC105376654,CZIB,SAP130,USP35,LINC02607,HEBP2,CBL,MIOS-DT,G5E9W7,C9JNY7,G5E9W7
DPYL1,PPM1F,ARHGAP35,LANC2,MIRLET7IHG,FBXO24,SYGP1,MON1A,LOC105376654,RAP2B,U3KQG5,ABI2,BSN_x,RN7SL832P,MON1A,LOC105376654,ST7-AS1,SLC5A3,SLC38A2,GPM6A,BCAT1,SH3G3,CAC1E,PNPLA6,V9PBN7,EPDR1,FILIP1L
SLC5A3,PPIF,MLLT3,KDSR,ACTN1_x,RAPGEF1,PPIF,MIOS-DT,EFNB2,L2GL1,MAP6,E9PHY5,BSN_y,SCN3A,MIOS-DT,BCAT1,PVRL1,CCT5,PVRL1,TTC23-AS1,GOLPH3L,TRAPPC6A,RSPO3,MAFG,HN1,HUS1,CBL
AAKB2,PPID,OTUD4,ARSK,PRICKLE2,PSIP1,TPRGL,PNPLA6,SIMC1,PRP19,HEXB,AAKB2,C19orf48P,LRRN2,PNPLA6,EFNB2,ASAH1,SH3G3,PON2,CHD3,RSPO3,AP2A1,CZIB,LINC01102,OTUD4,KCNK2,CZIB
DPYL4,ORAI2,PPP6R1,MC4R,LOC105376654,EPDR1,HP1B3,ORAI2,CRKL,THTR,TTBK1,SH3G3,C1orf52,TCF20,PARLP2,GLNA,ARSK,RSPO3,REEP5,ASB16-AS1,OGA,STAT3,FRIL,NTN5,H7BXD5,MC4R,RSPO3
ZMAT1,OPCM,LINC02607,RL12,TRIO,MC4R,L2GL1,LYAG,CBL,FSD1,IQGA1,SEPTIN7-DT,C9J9K3,LINC02607,ORAI2,TTC23-AS1,CHD3,TOP1,CATD,GLNA,SRRM2-AS1,LOC105376654,BLTP2,RSPO3,KCNA1,MLC1,BLTP2
BICD2,OGA,ARMCX2,BSN_y,SAP130,LRRN2,ACTN1_y,TRAPPC6A,NCAM1-AS2,CHDH,USP35,BICD2,C9JNY7,PRICKLE2,C19orf48P,PON2,KLHL1,SRRM2-AS1,SH3G3,REEP5,LOC105376654,GPR199P,BICD2,TRAPPC6A,EFNB2,DHB11,FRIL
MARK4,MON1A,GNPNAT1,C9JNY7,KLHL1,RN7SL832P,AP2A2,NTN5,PNPLA6,SV2B,ILK,TTBK1,C9orf40,TRIO,NTN5,EPDR1,PFKP,CEP19,MIOS-DT,EFNB2,FILIP1L,H0Y858,FILIP1L,SRRM2-AS1,MAP6,AAKB2,BICD2
TTC23-AS1,MOC2B,CEP19,SIMC1,CGGBP1,KCNK2,RAB3A,CCDC191,UNC5A,SCG2,COMT,C19orf48P,CAC1E,TOP1,CCDC191,RPRM,OGA,IF6,GLNA,H0Y858,MAST2,CHRD1,TTC23-AS1,YY1,CBL,MIOS-DT,CAC1E
ZNF596,MLLT3,STAU1,NPEPPS,GPR63,POLG,PRP19,SRRM2-AS1,MON1A,E9PHY5,KLHL1,MAP6,CACNA1H,BSN_x,SRRM2-AS1,TRIO,SH3G3,SCN3A,OGA,IF6,TTC23-AS1,LRRN2,LINC03072,HUS1,NCAM1-AS2,AP2B1,TTC23-AS1
CGGBP1,MLC1,FAM171A2,AP2A2,TOP1,PDS5A,REEP5,YY1,TMEM147-AS1,DPYL4,FPGS,PON2,CACYBP,MAST2,YY1,ASB16-AS1,NPEPPS,TTBK1,TOP1,KCNK2,GLNA,MAST2,EPDR1,CGGBP1,RAB3A,V9PBN7,LINC03072
MRPS6,MIRLET7IHG,RHOT1,MAP6,LINC02607,TOP1,FSD1,CGGBP1,NPY1R,ABI2,C9orf40,G5E9W7,CAN2,MSL1,HUS1,C9JNY7,L1CAM,FPGS,RSPO3,SLC38A2,ASB16-AS1,NCAM1-AS2,PVRL1,UBAP1,AHNK,SYNJ1,PVRL1
LIPA4,MIOS-DT,DUSP19,OGA,YARS2,CYTC,CHDH,UBAP1,ORAI2,E9PDG8,KCMF1,UBE2Q1,CATD,SAP130,CGGBP1,LRRC57,EPDR1,ASAH1,LOC105376654,LRRC57,CHD3,USP35,PDS5A,LINC03072,MOC2B,MAFG,PDS5A
DYNLL1,MED21,PIK3R2,SNX3,NPY1R,IF6,SV2B,LINC03072,TRIO,COR1A,ST7-AS1,BLTP2,CAV1,DUSP19,UBAP1,AP2A1,ASB16-AS1,TRAPPC6A,FKBP5,MAST2,SLC38A2,CSNK2A2,RN7SL832P,TRIO,TPP1,CSNK2A2,RN7SL832P
RL12,MC4R,CMTM4,ADCY9,ARMCX2,S100B,SRGP3,TRIO,H2AZ1,AHNK,H0Y858,S27A1,CBL,MLLT3,LINC03072,CAC1E,HUS1,SLC38A2,FILIP1L,ARSK,MIOS-DT,LRRC57,ADCY9,TBCK,E9PHY5,PGBD5,ADCY9
GNA13,MBOAT7,GID4,G5E9W7,PAN3-AS1,ARSK,SEPT5,TBCK,PPID,AGRIN,FRIL,HN1,CCDC127,LYAG,TRIO,MOC2B,IRF2-DT,PPP6R1,ASB16-AS1,SH3G3,EFNB2,ARSK,LRRC57,UHMK1,HUS1,STAT3,PON2
TTLL3,MBD1,YARS2,ACOX1,MAST2,GOLPH3L,COR1A,ANKRD11,CCDC191,ZNT3,GLNA,TNPO3,CCDC191,ACTN1_x,TBCK,MC4R,GNPNAT1,ING1,RPRM,MLLT3,MLLT3,CMTM4,GOLPH3L,ANKRD11,PRP19,RPRM,LRRC57
SCG2,MAST2,ACTN1_x,A0A087WW96,E9PIM6,ARHGAP35,SCG2,CDC6,SRRM2-AS1,PHAR1,HUS1,E9PIM6,CCKN,KIF3C,UHMK1,HBD,CXA1,RN7SL832P,TRAPPC6A,MIOS-DT,E7EVA0,MIOS-DT,PON2,PPID,LOC105376654,RSPO3,GOLPH3L
XRCC5,MARK4,TMEM147-AS1,CDC6,CACNA1H,GPR199P,PGM2L,PPID,YY1,S6A17,SCN2A,E5RGX5,CCT2,TMEM123-DT,ANKRD11,OGA,CEP19,ARSK,EFNB2,E7EVA0,IF6,TTC23-AS1,AHNK,SLC5A3,PVRL1,G5E9W7,AHNK
SYGP1,MAPK13,RABIF,SLC38A2,ZNF596,PPP6R1,AAKB2,SLC5A3,HUS1,NEUM,PON2,CATD,CCT5,MC4R,PPID,ARSK,FKBP5,CAC1E,MAST2,CSNK2A2,TOP1,LINC03072,OTUD4,GOLPH3L,ILK,MAP6,OTUD4
PYC,MAP6,PFKP,CZIB,CEP19,KIF21B,PHAR1,GOLPH3L,CGGBP1,SYNJ1,PP2BB,CACNA1H,CCT8,MIRLET7IHG,SLC5A3,ING1,NT5C,BLTP2,TRIO,CAC1E,CATD,RN7SL832P,AP2B1,MBOAT7,ABI2,PVRL1,BRD9
AP2A2,MAFG,NUDT9,KCNK2,EFNB2,FGFR1OP2,MOC2B,MBOAT7,UBAP1,FKB1A,MLC1,PPIF,CD44,POLG,GOLPH3L,MLLT3,UNC5A,LRRC57,CNTN1,CXA1,LRRC57,V9PBN7,CHD3,SNX16,GOLPH3L,BLTP2,AP2B1
S100B,LYAG,PHF23,RANBP9,USP35,PHAR1,TPP1,SNX16,LINC03072,PGM2L,FAM53C,CHDH,CDC6,ING1,MBOAT7,RHOT1,RPRM,MOC2B,BCAT1,RPRM,RPRM,RAPGEF1,MAP6,SCN3A,RN7SL832P,RN7SL832P,MAP6
BLTP2,LY6H,ADCY9,PHAR1,LYAG,KCC2A,ZNT3,SCN3A,UHMK1,PRIO,ING1,H7BXD5,CDK8,NPY1R,SNX16,CSNK2A2,AP2A2,CMTM4,E7EVA0,MOC2B,SH3G3,EFNB2,ECI1,BRD9,H0Y858,PON2,ECI1
NAC2,LRRN2,ASB16-AS1,COR1A,MLLT3,ASB16-AS1,DLGP3,BRD9,SAP130,IP3KA,MIOS-DT,HUS1,CELF4,SAMTOR,SCN3A,RN7SL832P,FRIL,UBE2Q1,CXA1,BICD2,CSNK2A2,MOC2B,TOP1,NIM1K,ST7-AS1,UNC5A,TOP1
IP3KA,LRRC57,CCT5,MON1A,KCNK2,CCT8,S6A17,NIM1K,SLC5A3,K7EKD1,NECA2,CAC1E,CEP19,SRRM2-AS1,BRD9,PVRL1,CSNK2A2,CACNA1H,ECI1,EPDR1,CAC1E,MC4R,BRD9,LRRN2,ECHA,ABI2,GPR199P
TTBK1,LPPRC,TCF20,S27A1,FILIP1L,NB5R1,AGRIN,LRRN2,ANKRD52,TPP1,ANKRD11,XPA,CEP76,RSPO3,NIM1K,IF6,BRD9,NCKAP1,RN7SL832P,ST7-AS1,PVRL1,EPDR1,GPR199P,CDC6,CCKN,H7BXD5,SLC38A2
PHAR1,LOC105376654,MAST2,PPP6R1,DCST2,PACN1,AHNK,E9PIM6,GOLPH3L,FRS1L,BICD2,NCAM1-AS2,CGGBP1,LINC00467,LRRN2,SYNJ1,GPM6A,CSNK2A2,IF6,PPP6R1,MOC2B,LINC02607,MAST2,ANKRD52,COMT,NCAM1-AS2,MAST2
IF6,LIPA4,ING1,CXA1,SRRM2-AS1,GLNA,B5MBY2,UHMK1,MBOAT7,B5MBY2,G5E9W7,U3KQG5,CHD3,FBXO24,CDC6,EPHA4,LYAG,GPR63,NEGR1,CZIB,CNTN1,ARMCX2,SEPTIN7-DT,CCDC191,LRRN2,HN1,SEPTIN7-DT
PNRC2,MOES,CNOT4,A4,CNOT4,SIMC1,FKB1A,ANKRD52,SNX16,B5MCD7,SAMTOR,C9J9K3,CHDH,KCNK2,TRAPPC6A,CZIB,AHNK,EPDR1,B5MCD7,GOLPH3L,ARSK,SAP130,APOM,H2AZ1,DCST2,E9PHY5,APOM
RSPO3,MRPS6,SNX27,H2AZ1,PFKP,2AAA,RAP2B,C19orf48P,SCN3A,PITH1,ORAI2,FRIL,CHIC2,NUDT9,ANKRD52,SCN3A,CNTN1,KCC2A,RHOT1,CEP19,CXA1,BICD2,SRRM2-AS1,SAP130,AP2A1,KCMF1,SRRM2-AS1
PFKP,NUS1,GOLPH3,MLLT3,TMEM147-AS1,TRIO,E9PHY5,H2AZ1,BRD9,ILK,PRP19,BSN_x,CHRD1,PARLP2,H2AZ1,PPP6R1,CDK8,MLLT3,MC4R,MC4R,PON2,C9JNY7,CHRD1,C19orf48P,ECI1,CACNA1H,ST7-AS1
PPID,MSL1,LRRC57,FGF1,DUSP19,CXA1,CRYL1,KCNK2,NIM1K,GFAP,ECHA,HNRPL,CIRBP_x,PIK3R2,KCNK2,PGCA,BSN_x,EPHA4,ARSK,FILIP1L,PPP6R1,TTBK1,ST7-AS1,CTNND2,FAM53C,E5RGX5,NCAM1-AS2
NRX1A,NUMA1,LOC105376654,SCN3A,KIF3C,EPHA4,RL12,SAP130,LRRN2,CCKN,MOC2B,H7C545,CIRBP_y,GPR63,SAP130,NUDT9,STAU1,OGA,H7C545,RN7SL832P,TRIO,KCNK2,MLC1,NPY1R,PGCA,TNPO3,CHRD1
MOC2B,NUDT9,EFNB2,CAC1E,BSN_x,LYAG,B5MCD7,CTNND2,KCNK2,STMN1,EPHA4,GUAD,CLCN6,SEPTIN7-DT,CTNND2,POLG,GLNA,S100B,CZIB,C9JNY7,EPDR1,UNC5A,LOC105376654,NPAS2,SAMTOR,C9J9K3,LINC00467
MOES,NTN5,SIMC1,UBE2Q1,TOM1L1,NUDT9,VATH,NPY1R,SMIM14-DT,CIRBP_y,CRIP2,PP2BB,CLH1,PDS5A,NPY1R,NPY1R,FAM171A2,RHOT1,SYNJ1,ARMCX2,ING1,RPRM,NCAM1-AS2,TRIM45,AP2B1,U3KQG5,S27A1
CAN2,NT5C,CRKL,PSIP1,NCKAP1,PGCA,BCAT1,NPAS2,MC4R,LANC2,SH3G3,ILK,CMTM4,PNRC2,NPAS2,CGGBP1,MAFG,TNPO3,STMN1,CNTN1,C9JNY7,CEP19,LINC00467,FAM53C,PON2,TBA1B,TMEM123-DT
CIRBP_x,NSMCE3,CBL,ST7-AS1,RFX3-DT,TCF20,LY6H,TRIM45,NSMCE3,ARP3B,SCG2,CLH1,CNOT4,TOM1L1,TRIM45,H2AZ1,MOC2B,POLG,HP1B3,HEBP2,FKBP5,STAU1,S27A1,HTR1E,SAP130,BSN_x,ABI2
