MORE:Ranker,MOGONET:Ranker,shap,lime,t_test,randomforest_feature_importance,xgb_feature_importance,rf_permutation_feature_importance,xgb_permutation_feature_importance,lasso,ridge,elasticnet,boruta,mannwhitneyu,svm_rfe,mean_rank,min_rank,median_rank,rra_rank,geom.mean_rank,stuart_rank,mra_rank,mean_weight,max_weight,median_weight,geom.mean_weight,ta_weight
myristate (14:0),UBE2Q1,NTN5,ING1,IRF2-DT,MBD1,ARHGAP19-SLIT1,NCAM1-AS2,X - 23639,behenoyl dihydrosphingomyelin (d18:0/22:0)*,12-HHTrE,2'-deoxycytidine,1-methyl-5-imidazoleacetate,1-methyl-5-imidazoleacetate,spermidine,MAST2,NTN5,salicylate,salicylate,NTN5,MAST2,NTN5,TRAPPC6A,"1,2-dilinoleoyl-GPC (18:2/18:2)",C19orf48P,trigonelline (N'-methylnicotinate),ARHGAP19-SLIT1
DUSP19,UBAP1,1-oleoyl-2-linoleoyl-GPE (18:1/18:2)*,EFNB2,MAST2,IRF2-DT,thioproline,ASB16-AS1,"1,2-dilinoleoyl-GPE (18:2/18:2)*",PNPLA6,"1,2-dilinoleoyl-GPC (18:2/18:2)",trimethylamine N-oxide,1-methyl-5-imidazolelactate,FPGS,thioproline,arabitol/xylitol,TBCK,12-HHTrE,CHD3,MAST2,salicylate,X - 23639,C19orf48P,salicylate,PRKAB1,TRAPPC6A,C19orf48P
SNTB2,TTC23-AS1,TRAPPC6A,1-linoleoyl-GPG (18:2)*,1-methyl-5-imidazolelactate,trimethylamine N-oxide,trimethylamine N-oxide,NUDT9,1-methyl-5-imidazoleacetate,2'-deoxycytidine,X - 23026,salicylate,1-methyladenosine,trimethylamine N-oxide,arabitol/xylitol,salicylate,ARHGAP19-SLIT1,NTN5,12-HHTrE,salicylate,CHD3,MAST2,PRKAB1,arabitol/xylitol,SNTB2,MAST2,NTN5
ING1,"1,2-dilinoleoyl-GPE (18:2/18:2)*",cysteine-glutathione disulfide,C19orf48P,ST7-AS1,TRAPPC6A,PARLP2,C19orf48P,salicylate,trigonelline (N'-methylnicotinate),1-methyl-5-imidazoleacetate,PNPLA6,1-methylhistamine,ST7-AS1,homocitrulline,C19orf48P,thioproline,MAST2,MAST2,CHD3,NTN5,TRAPPC6A,MAST2,12-HHTrE,trimethylamine N-oxide,HUS1,PRKAB1
1-linoleoyl-GPC (18:2),TTBK1,CBL,PPP6R1,APOM,ARSK,MAFG,MAST2,arabitol/xylitol,orotate,ZNF596,ANKRD52,1-methylhistidine,ANKRD52,salicylate,HUS1,TRAPPC6A,ANKRD11,ANKRD11,ANKRD11,ANKRD11,2'-deoxycytidine,ANKRD11,ARHGAP19-SLIT1,arabitol/xylitol,thioproline,SNTB2
orotidine,TRIO,PARLP2,ACTN1,RAPGEF1,CIRBP,salicylate,thiamin (Vitamin B1),3-methylhistidine,tetradecadienoate (14:2)*,MC4R,1-methyl-5-imidazoleacetate,1-myristoyl-2-arachidonoyl-GPC (14:0/20:4)*,CHD3,"1,2-dilinoleoyl-GPC (18:2/18:2)",CHD3,1-methyl-5-imidazolelactate,"1,2-dilinoleoyl-GPC (18:2/18:2)",NTN5,"1,2-dilinoleoyl-GPC (18:2/18:2)",12-HHTrE,C19orf48P,12-HHTrE,X - 23639,behenoyl dihydrosphingomyelin (d18:0/22:0)*,PRKAB1,MAST2
PIK3R2,TRIM45,oxalate (ethanedioate),homocitrulline,CHD3,ACTN1,CBL,ARHGAP19-SLIT1,thioproline,MC4R,NTN5,"1,2-dilinoleoyl-GPC (18:2/18:2)",1-oleoyl-2-arachidonoyl-GPI (18:1/20:4)*,CIRBP,1-palmitoyl-2-linoleoyl-GPC (16:0/18:2),ANKRD11,X - 23639,C19orf48P,"1,2-dilinoleoyl-GPC (18:2/18:2)",12-HHTrE,C19orf48P,salicylate,salicylate,1-linoleoyl-GPC (18:2),PNPLA6,salicylate,salicylate
6-oxopiperidine-2-carboxylate,TRAPPC6A,HUS1,MBD1,ANKRD11,ING1,1-oleoyl-2-linoleoyl-GPE (18:1/18:2)*,ACTN1,1-linoleoyl-2-arachidonoyl-GPE (18:2/20:4)*,"1,2-dilinoleoyl-GPC (18:2/18:2)",TBCK,ANKRD11,1-oleoyl-2-linoleoyl-GPE (18:1/18:2)*,1-methyl-5-imidazolelactate,2-methylserine,12-HHTrE,CHD3,SNTB2,arabitol/xylitol,C19orf48P,arabitol/xylitol,arabitol/xylitol,SNTB2,1-methyl-5-imidazolelactate,ANKRD52,1-methyl-5-imidazoleacetate,arabitol/xylitol
hydroxyproline,TOP1,salicylate,guanidinoacetate,NCAM1-AS2,PMPCB,oxalate (ethanedioate),CHD3,homocitrulline,salicylate,N-carbamoylglutamate,phenol sulfate,1-oleoyl-GPC (18:1),KIF21B,fructosyllysine,NTN5,SNTB2,TRAPPC6A,C19orf48P,arabitol/xylitol,"1,2-dilinoleoyl-GPC (18:2/18:2)",ANKRD52,CHD3,trimethylamine N-oxide,CHD3,SNTB2,"1,2-dilinoleoyl-GPC (18:2/18:2)"
sedoheptulose-7-phosphate,TOM1L1,thioproline,CGGBP1,LINC03072,FPGS,cysteine-glutathione disulfide,PMPCB,"1,2-dilinoleoyl-GPC (18:2/18:2)",12-HHTrE,trimethylamine N-oxide,X - 23038,1-palmitoleoyl-GPC* (16:1)*,MAFG,methionine sulfone,CIRBP,trimethylamine N-oxide,X - 23639,SNTB2,SNTB2,SNTB2,CHD3,arabitol/xylitol,1-methyl-5-imidazoleacetate,CIRBP,behenoyl dihydrosphingomyelin (d18:0/22:0)*,behenoyl dihydrosphingomyelin (d18:0/22:0)*
PPID,TNPO3,betaine,3-sulfo-nervonoyl-galactosylceramide (d18:1/24:1),NPEPPS,RSPO3,X - 23026,aspartate,X - 23085,phenol sulfate,2-O-methylascorbic acid,N-carbamoylglutamate,1-palmitoyl-2-arachidonoyl-GPI (16:0/20:4)*,ADCY9,"1,5-anhydroglucitol (1,5-AG)",behenoyl dihydrosphingomyelin (d18:0/22:0)*,X - 25244,CIRBP,X - 23639,HUS1,CIRBP,thioproline,thioproline,N-acetyl-3-methylhistidine*,"1,2-dilinoleoyl-GPC (18:2/18:2)",CIRBP,TRAPPC6A
NCAM1-AS2,TMEM243,X - 23026,CCT2,BICD2,SCN3A,betaine,palmitoyl-oleoyl-glycerol (16:0/18:1) [2]*,1-palmitoyl-2-linoleoyl-GPC (16:0/18:2),gamma-glutamylglutamate,orotidine,12-HHTrE,1-palmitoyl-2-gamma-linolenoyl-GPC (16:0/18:3n6)*,C19orf48P,1-palmitoleoyl-GPC* (16:1)*,"1,2-dilinoleoyl-GPC (18:2/18:2)",arabitol/xylitol,fructosyllysine,homocitrulline,X - 23639,HUS1,CIRBP,"1,2-dilinoleoyl-GPC (18:2/18:2)",1-oleoyl-2-linoleoyl-GPE (18:1/18:2)*,MAST2,"1,2-dilinoleoyl-GPC (18:2/18:2)",CIRBP
SNX27,TMEM147-AS1,trigonelline (N'-methylnicotinate),2'-deoxyinosine,NTN5,HUS1,PPID,ARHGAP35,2-methylserine,N-carbamoylglutamate,1-linoleoyl-GPC (18:2),tetradecadienoate (14:2)*,1-palmitoyl-2-linoleoyl-GPC (16:0/18:2),OTUD4,1-linoleoyl-2-arachidonoyl-GPC (18:2/20:4n6)*,homocitrulline,1-oleoyl-2-linoleoyl-GPE (18:1/18:2)*,arabitol/xylitol,HUS1,CIRBP,X - 23639,ANKRD11,behenoyl dihydrosphingomyelin (d18:0/22:0)*,2'-deoxycytidine,ANKRD11,MC4R,PNPLA6
BLTP2,TMEM123-DT,1-methyl-5-imidazoleacetate,SMIM14-DT,ANKRD52,EFNB2,XPO7,FPGS,fructosyllysine,CTNND2,CIRBP,MC4R,1-stearoyl-2-arachidonoyl-GPS (18:0/20:4),IRF2-DT,N-acetyl-1-methylhistidine*,KLHL1,ANKRD11,ANKRD52,CIRBP,thioproline,ANKRD52,1-oleoyl-2-linoleoyl-GPE (18:1/18:2)*,CIRBP,RAPGEF1,PMPCB,ANKRD52,CHD3
citrate,X - 21928,X - 23639,1-linoleoyl-GPE (18:2)*,RN7SL832P,OTUD4,TOP1,phosphocholine,methionine sulfone,SAP130,tetradecadienoate (14:2)*,ARHGAP19-SLIT1,1-stearoyl-2-linoleoyl-GPC (18:0/18:2)*,LOC105376654,cysteine-glutathione disulfide,fructosyllysine,C19orf48P,N-carbamoylglutamate,KLHL1,ANKRD52,thioproline,"1,2-dilinoleoyl-GPC (18:2/18:2)",PNPLA6,ST7-AS1,FPGS,ANKRD11,X - 23639
glutamate,X - 22162,12-HHTrE,MSL1,1-linoleoyl-GPC (18:2),ARL10,SCN3A,12-HHTrE,"1,5-anhydroglucitol (1,5-AG)",KCNK2,ZMAT1,KCNK2,12-HHTrE,BLTP2,1-linoleoyl-2-arachidonoyl-GPE (18:2/20:4)*,"1,5-anhydroglucitol (1,5-AG)",behenoyl dihydrosphingomyelin (d18:0/22:0)*,HUS1,fructosyllysine,behenoyl dihydrosphingomyelin (d18:0/22:0)*,behenoyl dihydrosphingomyelin (d18:0/22:0)*,HUS1,HUS1,IRF2-DT,IRF2-DT,PNPLA6,HUS1
SEPTIN7-DT,X - 22771,X - 25244,ORAI2,BLTP2,TBCK,SNX16,NT5C,1-palmitoleoyl-GPC* (16:1)*,H2AZ1,phenol sulfate,fructosyllysine,15-HETE,HUS1,"1,2-dilinoleoyl-GPE (18:2/18:2)*",N-carbamoylglutamate,MAST2,PRKAB1,ANKRD52,1-oleoyl-2-linoleoyl-GPE (18:1/18:2)*,fructosyllysine,FPGS,X - 23639,"N,N,N-trimethyl-alanylproline betaine (TMAP)",2'-deoxycytidine,12-HHTrE,thioproline
ZNF662,X - 22810,spermidine,IRF2-DT,S100B,S100B,MBOAT7,spermine,1-linoleoyl-2-arachidonoyl-GPC (18:2/20:4n6)*,TRAPPC6A,1-arachidonoyl-GPE (20:4n6)*,orotate,2'-AMP,ARL10,3-methylhistidine,SNTB2,12-HHTrE,MC4R,"1,5-anhydroglucitol (1,5-AG)",FPGS,KLHL1,12-HHTrE,ANKRD52,X - 23038,homocitrulline,arabitol/xylitol,ANKRD52
3-indoxyl sulfate,ZNF596,arabitol/xylitol,PMPCB,ARHGAP35,homocitrulline,GOLPH3L,LINC02607,"N,N,N-trimethyl-alanylproline betaine (TMAP)",CDC6,aspartate,X - 10457,2'-O-methylcytidine,MBD1,"N,N,N-trimethyl-alanylproline betaine (TMAP)",ANKRD52,2-methylserine,KLHL1,thioproline,PRKAB1,homocitrulline,MAFG,fructosyllysine,CHD3,MBD1,phosphocholine,fructosyllysine
RPRM,ZNF280B,homocitrulline,1-stearoyl-2-linoleoyl-GPC (18:0/18:2)*,CZIB,MAST2,SLC5A3,trigonelline (N'-methylnicotinate),N-acetyl-aspartyl-glutamate (NAAG),LRRN2,hippurate,gamma-glutamylglutamate,2'-deoxycytidine,CBL,palmitoyl dihydrosphingomyelin (d18:0/16:0)*,PNPLA6,HUS1,behenoyl dihydrosphingomyelin (d18:0/22:0)*,PRKAB1,fructosyllysine,PRKAB1,IRF2-DT,MC4R,5-oxoproline,12-HHTrE,"1,5-anhydroglucitol (1,5-AG)",MC4R
gulonate*,ZMAT1,"1,2-dilinoleoyl-GPC (18:2/18:2)",X - 25856,ADCY9,BLTP2,CACYBP,NPY1R,4-acetamidobutanoate,CMTM4,N6-carboxymethyllysine,palmitoyl dihydrosphingomyelin (d18:0/16:0)*,2'-deoxyguanosine,LRRN2,"5,6-dihydrouridine",spermidine,RAPGEF1,thioproline,behenoyl dihydrosphingomyelin (d18:0/22:0)*,PNPLA6,FPGS,phenol sulfate,1-oleoyl-2-linoleoyl-GPE (18:1/18:2)*,SNTB2,fructosyllysine,homocitrulline,FPGS
BSN,YY1,1-palmitoyl-2-linoleoyl-GPC (16:0/18:2),ARHGAP19-SLIT1,NT5C,X - 25244,ANKRD11,1-linoleoyl-2-arachidonoyl-GPE (18:2/20:4)*,3-amino-2-piperidone,NIM1K,1-palmitoleoyl-GPC* (16:1)*,CACNA1H,2'-deoxyinosine,BICD2,"2,4-dihydroxybutyrate",MAFG,spermidine,homocitrulline,MC4R,homocitrulline,1-oleoyl-2-linoleoyl-GPE (18:1/18:2)*,ARHGAP35,FPGS,citrulline,MC4R,N-carbamoylglutamate,PMPCB
CACYBP,YARS2,2-methylserine,SNX27,MBD1,GOLPH3L,TTC23-AS1,BSN,ascorbic acid 2-sulfate,SCN3A,behenoyl dihydrosphingomyelin (d18:0/22:0)*,phosphocholine,"2,4-dihydroxybutyrate",S100B,1-stearoyl-2-arachidonoyl-GPS (18:0/20:4),thioproline,ADCY9,S100B,FPGS,MAFG,PNPLA6,MBD1,PMPCB,TTC23-AS1,PPP6R1,MAFG,LINC02607
X - 10457,XPO7,fructosyllysine,lignoceroylcarnitine (C24)*,LRRN2,1-linoleoyl-2-arachidonoyl-GPC (18:2/20:4n6)*,UHMK1,glutarylcarnitine (C5-DC),"N,N,N-trimethyl-5-aminovalerate",SNX16,methylsuccinate,LINC02607,2-O-methylascorbic acid,SNTB2,N-methylpipecolate,FPGS,FPGS,spermidine,2'-deoxycytidine,spermidine,spermidine,homocitrulline,LINC02607,KCNK2,HUS1,2'-deoxycytidine,2'-deoxycytidine
SNX16,XPA,methionine sulfone,MAST2,ASB16-AS1,ST7-AS1,S100B,TNPO3,palmitoyl dihydrosphingomyelin (d18:0/16:0)*,MBOAT7,C19orf48P,arabinose,2-aminoadipate,APOM,X - 25109,1-oleoyl-2-linoleoyl-GPE (18:1/18:2)*,X - 25979,"1,5-anhydroglucitol (1,5-AG)",N-carbamoylglutamate,2'-deoxycytidine,N-carbamoylglutamate,CBL,2'-deoxycytidine,ANKRD52,tetradecadienoate (14:2)*,phenol sulfate,1-oleoyl-2-linoleoyl-GPE (18:1/18:2)*
BICD2,X - 25979,"1,5-anhydroglucitol (1,5-AG)",1-palmitoyl-2-linoleoyl-GPC (16:0/18:2),MAFG,CCT8,PIP5K1C,CZIB,"5,6-dihydrouridine",GOLPH3L,ARG2,docosadienoylcarnitine (C22:2)*,2-aminoheptanoate,BSN,thiamin (Vitamin B1),PRKAB1,X - 23038,ARL10,PNPLA6,MC4R,"1,5-anhydroglucitol (1,5-AG)",PNPLA6,phosphocholine,TRAPPC6A,X - 23639,X - 23026,phosphocholine
CBL,X - 25948,1-palmitoleoyl-GPC* (16:1)*,N-acetyl-1-methylhistidine*,SNTB2,MSL1,TBCK,erythronate*,"2,4-dihydroxybutyrate",SLC5A3,FPGS,1-stearoyl-2-arachidonoyl-GPS (18:0/20:4),2-hydroxyglutarate,TRAPPC6A,3-amino-2-piperidone,MC4R,ARHGAP35,PNPLA6,TCF20,N-carbamoylglutamate,MAFG,X - 25244,homocitrulline,ANKRD11,1-linoleoyl-2-arachidonoyl-GPC (18:2/20:4n6)*,dihomo-linoleoylcarnitine (C20:2)*,homocitrulline
citrulline,X - 25856,1-linoleoyl-2-arachidonoyl-GPC (18:2/20:4n6)*,pyruvate,X - 23639,GPR63,TRIO,argininate*,1-stearoyl-2-arachidonoyl-GPS (18:0/20:4),PPID,RN7SL832P,dihomo-linoleoylcarnitine (C20:2)*,2-methylserine,RAP1GAP2,2'-deoxyinosine,1-linoleoyl-2-arachidonoyl-GPC (18:2/20:4n6)*,1-linoleoyl-2-arachidonoyl-GPC (18:2/20:4n6)*,MAFG,IRF2-DT,X - 25244,2'-deoxycytidine,behenoyl dihydrosphingomyelin (d18:0/22:0)*,ZNF596,TBCK,orotate,betaine,ZNF596
RNF31,X - 25422,N-acetyl-1-methylhistidine*,TRAPPC6A,KIF21B,X - 22771,LINC03072,SEPTIN7-DT,N-methylpipecolate,ANKRD11,fructosyllysine,myo-inositol,3-amino-2-piperidone,TRIO,glycylvaline,X - 23639,CIRBP,TTC23-AS1,LOC105376654,KLHL1,MC4R,fructosyllysine,"1,5-anhydroglucitol (1,5-AG)",behenoyl dihydrosphingomyelin (d18:0/22:0)*,ST7-AS1,ARHGAP35,"1,5-anhydroglucitol (1,5-AG)"
LOC105376654,X - 25244,1-linoleoyl-2-arachidonoyl-GPE (18:2/20:4)*,CEP76,TMEM123-DT,KLHL1,KIF3C,CIRBP,X - 25109,UHMK1,PNPLA6,5-oxoproline,3-hydroxyadipate,USP35,hydroxyproline,phenol sulfate,MAFG,1-oleoyl-2-linoleoyl-GPE (18:1/18:2)*,1-oleoyl-2-linoleoyl-GPE (18:1/18:2)*,1-linoleoyl-2-arachidonoyl-GPC (18:2/20:4n6)*,X - 25244,S100B,N-carbamoylglutamate,HUS1,salicylate,CBL,N-carbamoylglutamate
X - 24431,X - 25109,"1,2-dilinoleoyl-GPE (18:2/18:2)*",MC4R,OTUD4,X - 23593,RSPO3,fructosyllysine,thiamin (Vitamin B1),FAM171A2,cytidine,X - 23593,3-hydroxyhexanoate,KLHL1,1-oleoyl-2-arachidonoyl-GPI (18:1/20:4)*,palmitoyl dihydrosphingomyelin (d18:0/16:0)*,X - 10457,phenol sulfate,spermidine,"1,5-anhydroglucitol (1,5-AG)",phenol sulfate,ST7-AS1,ARHGAP35,X - 10457,CZIB,oxalate (ethanedioate),ARHGAP35
15-HETE,X - 24431,3-methylhistidine,fructosyllysine,ARL10,ARHGAP35,GPR63,"5,6-dihydrouridine",2'-deoxyinosine,BRD9,X - 14837,CIRBP,3-hydroxyisobutyrate,CZIB,N6-carboxymethyllysine,X - 25244,ANKRD52,phosphocholine,phosphocholine,CBL,1-linoleoyl-2-arachidonoyl-GPC (18:2/20:4n6)*,1-palmitoleoyl-GPC* (16:1)*,1-linoleoyl-2-arachidonoyl-GPC (18:2/20:4n6)*,C19orf48P,aspartate,cysteine-glutathione disulfide,1-linoleoyl-2-arachidonoyl-GPC (18:2/20:4n6)*
4-hydroxybutyrate (GHB),X - 23739,"N,N,N-trimethyl-alanylproline betaine (TMAP)",PGBD5,ARHGAP19-SLIT1,docosadienoylcarnitine (C22:2)*,NSMCE3,"1,5-anhydroglucitol (1,5-AG)",beta-citrylglutamate,NPY1R,TTBK1,1-palmitoleoyl-GPC* (16:1)*,3-hydroxyoctanoate,BRD9,N-carbamoylglutamate,2-methylserine,MBD1,X - 25244,TTC23-AS1,ARHGAP35,X - 23026,1-linoleoyl-2-arachidonoyl-GPC (18:2/20:4n6)*,citrulline,PNPLA6,thioproline,C19orf48P,citrulline
NPAS2,X - 23639,palmitoyl dihydrosphingomyelin (d18:0/16:0)*,gulonate*,FBXO24,BICD2,BRD9,hippurate,glycylvaline,NPAS2,1-methylhistamine,3-hydroxyisobutyrate,3-hydroxypalmitate,LINC03072,saccharopine,ING1,ING1,ACTN1,MBD1,phenol sulfate,1-palmitoleoyl-GPC* (16:1)*,MC4R,X - 25244,NTN5,"1,5-anhydroglucitol (1,5-AG)",PMPCB,X - 25244
dihydroxyacetone phosphate (DHAP),X - 23593,"5,6-dihydrouridine",betaine,ZNF596,ANKRD52,NIM1K,ST7-AS1,hydroxyproline,GPR63,TRAPPC6A,ZNF596,3-hydroxystearate,NCAM1-AS2,pseudouridine,LRRN2,NCAM1-AS2,2-methylserine,1-linoleoyl-2-arachidonoyl-GPC (18:2/20:4n6)*,2-methylserine,2-methylserine,OTUD4,spermidine,CBL,ARHGAP35,fructosyllysine,spermidine
X - 23739,X - 23171,"2,4-dihydroxybutyrate",inositol 1-phosphate (I1P),TRIO,CDC6,TOM1L1,LRRN2,1-oleoyl-2-arachidonoyl-GPI (18:1/20:4)*,SMIM14-DT,4-hydroxybutyrate (GHB),KLHL1,3-indoxyl sulfate,NTN5,erythronate*,1-palmitoleoyl-GPC* (16:1)*,IRF2-DT,LOC105376654,MAFG,IRF2-DT,IRF2-DT,KLHL1,tetradecadienoate (14:2)*,CIRBP,docosadienoylcarnitine (C22:2)*,X - 23639,tetradecadienoate (14:2)*
gamma-aminobutyrate (GABA),X - 23085,1-stearoyl-2-arachidonoyl-GPS (18:0/20:4),TTLL3,BRD9,RAPGEF1,ARL10,"1,2-dilinoleoyl-GPC (18:2/18:2)",N6-carboxymethyllysine,RSPO3,N1-Methyl-2-pyridone-5-carboxamide,X - 23171,3-methylhistidine,NPEPPS,N-acetyl-aspartyl-glutamate (NAAG),tetradecadienoate (14:2)*,"1,2-dilinoleoyl-GPE (18:2/18:2)*",LRRN2,ZNF596,LOC105376654,palmitoyl dihydrosphingomyelin (d18:0/16:0)*,palmitoyl dihydrosphingomyelin (d18:0/16:0)*,KLHL1,stachydrine,BICD2,FPGS,KLHL1
AP1M1,X - 23038,N-methylpipecolate,PPID,SCN3A,beta-citrylglutamate,HTR1E,TRIM45,N-carbamoylglutamate,CSNK2A2,YY1,tetracosadienoylcarnitine (C24:2)*,3-sulfo-nervonoyl-galactosylceramide (d18:1/24:1),TMEM123-DT,beta-citrylglutamate,TCF20,EFNB2,CBL,aspartate,tetradecadienoate (14:2)*,CBL,"1,5-anhydroglucitol (1,5-AG)",X - 25979,LOC105376654,KLHL1,tetradecadienoate (14:2)*,X - 25979
